target,chunk,n_cells,in_panel,on_official_axis
EIF3B,k562_03.npz,42,False,True
EIF3C,k562_03.npz,94,False,False
EIF3D,k562_03.npz,96,False,True
EIF3E,k562_03.npz,102,False,True
EIF3F,k562_03.npz,76,False,True
EIF3G,k562_03.npz,49,False,True
EIF3H,k562_03.npz,291,False,True
EIF3I,k562_03.npz,74,False,True
EIF3J,k562_03.npz,161,False,True
EIF3K,k562_03.npz,138,False,True
EIF3L,k562_03.npz,157,False,True
EIF3M,k562_03.npz,125,False,True
EIF4A1,k562_03.npz,58,False,True
EIF4A2,k562_03.npz,145,False,True
EIF4A3,k562_03.npz,24,False,True
EIF4B,k562_03.npz,107,False,True
EIF4E,k562_03.npz,172,False,True
EIF4E2,k562_03.npz,184,False,True
EIF4EBP1,k562_03.npz,139,False,True
EIF4EBP2,k562_03.npz,163,False,True
EIF4ENIF1,k562_03.npz,207,False,True
EIF4G1,k562_03.npz,223,False,True
EIF4G2,k562_03.npz,418,False,True
EIF4G3,k562_03.npz,278,False,True
EIF4H,k562_03.npz,239,False,True
EIF5,k562_03.npz,278,False,True
EIF5A,k562_03.npz,179,False,False
EIF5A2,k562_03.npz,178,False,True
EIF5AL1,k562_03.npz,83,False,False
EIF5B,k562_03.npz,69,False,True
EIF6,k562_03.npz,109,False,True
EIPR1,k562_03.npz,133,False,True
ELAC1,k562_03.npz,198,False,True
ELAC2,k562_03.npz,141,False,True
ELAVL1,k562_03.npz,220,False,True
ELF1,k562_03.npz,49,False,True
ELF2,k562_03.npz,211,False,True
ELF3,k562_03.npz,303,False,True
ELF4,k562_03.npz,244,False,True
ELF5,k562_03.npz,267,False,True
ELK1,k562_03.npz,143,True,True
ELK3,k562_03.npz,126,False,True
ELK4,k562_03.npz,120,False,True
ELL,k562_03.npz,122,False,True
ELL2,k562_03.npz,134,False,True
ELMO2,k562_03.npz,44,False,True
ELMOD2,k562_03.npz,127,False,True
ELMOD3,k562_03.npz,255,False,True
ELMSAN1,k562_03.npz,551,False,True
ELOA,k562_03.npz,205,False,True
ELOB,k562_03.npz,402,False,True
ELOF1,k562_03.npz,248,False,True
ELOVL1,k562_03.npz,350,False,True
ELOVL2,k562_03.npz,120,False,True
ELOVL5,k562_03.npz,293,False,True
ELOVL6,k562_03.npz,229,False,True
ELP1,k562_03.npz,82,False,True
ELP2,k562_03.npz,370,False,True
ELP3,k562_03.npz,197,False,True
ELP4,k562_03.npz,99,False,True
ELP5,k562_03.npz,317,False,True
ELP6,k562_03.npz,154,False,True
EMC1,k562_03.npz,195,False,True
EMC10,k562_03.npz,187,False,True
EMC2,k562_03.npz,158,False,True
EMC3,k562_03.npz,458,False,True
EMC4,k562_03.npz,115,False,True
EMC6,k562_03.npz,155,False,True
EMC7,k562_03.npz,380,False,True
EMC8,k562_03.npz,366,False,True
EMC9,k562_03.npz,251,False,True
EMD,k562_03.npz,360,False,True
EME1,k562_03.npz,156,False,True
EME2,k562_03.npz,181,False,True
EMG1,k562_03.npz,30,False,True
EMILIN2,k562_03.npz,316,False,True
EML2,k562_03.npz,150,False,True
EML3,k562_03.npz,130,False,False
EML4,k562_03.npz,68,False,True
EMP2,k562_03.npz,282,False,True
EMP3,k562_03.npz,48,False,True
EMX1,k562_04.npz,310,False,True
EMX2,k562_04.npz,150,False,True
EN1,k562_04.npz,17,False,True
EN2,k562_04.npz,212,False,True
ENDOD1,k562_04.npz,49,False,True
ENDOG,k562_04.npz,87,False,True
ENDOV,k562_04.npz,251,False,True
ENGASE,k562_04.npz,328,False,True
ENKD1,k562_04.npz,122,False,True
ENO1,k562_04.npz,123,False,True
ENO2,k562_04.npz,283,False,True
ENO3,k562_04.npz,285,False,True
ENOPH1,k562_04.npz,255,False,True
ENOSF1,k562_04.npz,265,False,True
ENOX2,k562_04.npz,124,False,True
ENPP3,k562_04.npz,297,False,True
ENSA,k562_04.npz,155,False,True
ENTPD4,k562_04.npz,321,False,True
ENTPD6,k562_04.npz,106,False,True
ENTPD7,k562_04.npz,30,False,True
ENTR1,k562_04.npz,54,False,True
ENY2,k562_04.npz,258,False,True
EOGT,k562_04.npz,71,False,True
EOMES,k562_04.npz,93,False,True
EP300,k562_04.npz,95,False,True
EP400,k562_04.npz,83,False,True
EPAS1,k562_04.npz,234,False,True
EPB41,k562_04.npz,276,False,True
EPB41L2,k562_04.npz,299,False,True
EPB41L5,k562_04.npz,178,False,True
EPC1,k562_04.npz,100,False,True
EPC2,k562_04.npz,259,True,True
EPCAM,k562_04.npz,144,False,True
EPHB4,k562_04.npz,271,False,True
EPHB6,k562_04.npz,201,False,True
EPHX1,k562_04.npz,77,False,True
EPHX2,k562_04.npz,222,False,True
EPM2AIP1,k562_04.npz,87,True,True
EPN1,k562_04.npz,155,False,True
EPN2,k562_04.npz,378,False,True
EPOP,k562_04.npz,232,False,True
EPOR,k562_04.npz,416,False,False
EPPK1,k562_04.npz,186,False,True
EPRS,k562_04.npz,122,False,True
EPS15,k562_04.npz,193,False,True
EPS15L1,k562_04.npz,118,False,True
EPS8L1,k562_04.npz,232,False,True
EPS8L2,k562_04.npz,164,False,True
ERAL1,k562_04.npz,231,False,True
ERAP1,k562_04.npz,297,False,True
ERBIN,k562_04.npz,109,False,True
ERC1,k562_04.npz,340,False,True
ERCC1,k562_04.npz,214,False,True
ERCC2,k562_04.npz,143,False,True
ERCC3,k562_04.npz,269,False,True
ERCC4,k562_04.npz,463,False,True
ERCC5,k562_04.npz,111,False,True
ERCC6L2,k562_04.npz,96,False,True
ERCC8,k562_04.npz,34,False,True
ERF,k562_04.npz,403,False,True
ERG,k562_04.npz,449,False,True
ERG28,k562_04.npz,244,False,True
ERGIC1,k562_04.npz,226,False,True
ERGIC2,k562_04.npz,153,False,True
ERGIC3,k562_04.npz,252,False,True
ERH,k562_04.npz,36,False,True
ERI1,k562_04.npz,164,False,True
ERI2,k562_04.npz,187,False,True
ERI3,k562_04.npz,231,False,True
ERICH1,k562_04.npz,112,False,True
ERLEC1,k562_04.npz,87,False,True
ERLIN1,k562_04.npz,197,False,True
ERLIN2,k562_04.npz,189,False,True
ERMAP,k562_04.npz,441,False,True
ERMARD,k562_04.npz,83,False,True
ERMP1,k562_04.npz,177,False,True
ERN1,k562_04.npz,361,False,True
ERP29,k562_04.npz,72,False,True
ERP44,k562_04.npz,269,False,True
ERV3-1,k562_04.npz,140,False,True
ERVW-1,k562_04.npz,375,False,False
ESAM,k562_04.npz,330,False,True
ESCO1,k562_04.npz,56,False,True
ESCO2,k562_04.npz,46,False,True
ESD,k562_04.npz,56,False,True
ESF1,k562_04.npz,233,False,True
ESPL1,k562_04.npz,106,False,True
ESPN,k562_04.npz,1006,False,True
ESR1,k562_04.npz,177,False,True
ESR2,k562_04.npz,305,False,False
ESRRA,k562_04.npz,205,False,True
ESRRB,k562_04.npz,273,False,True
ESRRG,k562_04.npz,519,False,True
ESS2,k562_04.npz,110,False,True
ESX1,k562_04.npz,190,False,True
ESYT1,k562_04.npz,330,False,True
ESYT2,k562_04.npz,81,False,True
ETAA1,k562_04.npz,169,False,True
ETF1,k562_04.npz,69,False,True
ETFA,k562_04.npz,152,False,True
ETFB,k562_04.npz,359,False,True
ETFDH,k562_04.npz,196,False,True
ETFRF1,k562_04.npz,253,False,False
ETHE1,k562_04.npz,304,False,True
ETNK1,k562_04.npz,294,False,True
ETNK2,k562_04.npz,240,False,True
ETS1,k562_04.npz,352,False,True
ETS2,k562_04.npz,91,False,True
ETV1,k562_04.npz,129,False,True
ETV2,k562_04.npz,286,False,True
ETV3,k562_04.npz,315,False,True
ETV3L,k562_04.npz,156,False,True
ETV4,k562_04.npz,96,False,True
ETV5,k562_04.npz,19,False,True
ETV6,k562_04.npz,250,False,True
ETV7,k562_04.npz,75,False,True
EVA1B,k562_04.npz,171,False,True
EVI5,k562_04.npz,117,False,True
EVL,k562_04.npz,203,False,True
EVX1,k562_04.npz,207,False,True
EVX2,k562_04.npz,205,False,True
EWSR1,k562_04.npz,158,False,True
EXD3,k562_04.npz,172,False,True
EXO1,k562_04.npz,251,False,True
EXO5,k562_04.npz,38,False,True
EXOC1,k562_04.npz,351,False,True
EXOC2,k562_04.npz,204,False,True
EXOC3,k562_04.npz,450,False,True
EXOC4,k562_04.npz,187,False,True
EXOC5,k562_04.npz,266,False,True
EXOC6,k562_04.npz,27,False,True
EXOC7,k562_04.npz,63,False,True
EXOC8,k562_04.npz,52,False,True
EXOG,k562_04.npz,98,False,True
EXOSC1,k562_04.npz,170,False,True
EXOSC10,k562_04.npz,210,False,True
EXOSC2,k562_04.npz,161,False,True
EXOSC3,k562_04.npz,60,False,True
EXOSC4,k562_04.npz,139,False,True
EXOSC5,k562_04.npz,45,False,True
EXOSC6,k562_04.npz,51,False,True
EXOSC7,k562_04.npz,205,False,True
EXOSC8,k562_04.npz,131,False,True
EXOSC9,k562_04.npz,58,False,True
EXPH5,k562_04.npz,78,False,True
EXT2,k562_04.npz,203,False,True
EXTL2,k562_04.npz,190,False,True
EXTL3,k562_04.npz,161,False,True
EYA3,k562_04.npz,132,False,True
EZH1,k562_04.npz,236,False,True
EZH2,k562_04.npz,198,True,True
EZR,k562_04.npz,367,False,True
F11R,k562_04.npz,241,False,True
F12,k562_04.npz,402,False,True
F2R,k562_04.npz,89,False,True
F2RL3,k562_04.npz,336,False,True
F8A1,k562_04.npz,56,False,True
FABP5,k562_04.npz,250,False,True
FADD,k562_04.npz,102,False,True
FADS1,k562_04.npz,251,False,True
FADS2,k562_04.npz,489,False,True
FADS3,k562_04.npz,58,False,True
FAF1,k562_04.npz,225,False,True
FAF2,k562_04.npz,379,False,True
FAH,k562_04.npz,379,False,True
FAHD1,k562_04.npz,218,False,True
FAHD2A,k562_04.npz,535,False,True
FAHD2B,k562_04.npz,62,False,True
FAIM,k562_04.npz,64,False,True
FAM102B,k562_04.npz,164,False,True
FAM104A,k562_04.npz,227,False,True
FAM104B,k562_04.npz,94,False,True
FAM110A,k562_04.npz,191,False,True
FAM111A,k562_04.npz,94,False,True
FAM114A2,k562_04.npz,215,False,True
FAM117A,k562_04.npz,495,False,True
FAM117B,k562_04.npz,89,False,True
FAM118A,k562_04.npz,298,False,True
FAM118B,k562_04.npz,157,False,True
FAM120A,k562_04.npz,228,True,True
FAM120AOS,k562_04.npz,255,False,True
FAM120B,k562_04.npz,186,False,True
FAM120C,k562_04.npz,211,False,True
FAM122A,k562_04.npz,212,False,True
FAM122B,k562_04.npz,236,False,True
FAM124B,k562_04.npz,170,False,True
FAM126A,k562_04.npz,180,False,True
FAM126B,k562_04.npz,148,False,True
FAM131A,k562_04.npz,158,False,True
FAM133B,k562_04.npz,86,False,True
FAM135A,k562_04.npz,167,False,True
FAM136A,k562_04.npz,89,False,True
FAM13A,k562_04.npz,174,False,True
FAM13B,k562_04.npz,118,False,True
FAM156A,k562_04.npz,212,False,False
FAM156B,k562_04.npz,1006,False,False
FAM160A2,k562_04.npz,179,False,True
FAM160B2,k562_04.npz,346,False,True
FAM161A,k562_04.npz,39,False,True
FAM162A,k562_04.npz,113,False,True
FAM168B,k562_04.npz,134,False,True
FAM170A,k562_04.npz,95,False,True
FAM171A1,k562_04.npz,216,False,True
FAM171A2,k562_04.npz,363,False,True
FAM174A,k562_04.npz,167,False,True
FAM174C,k562_04.npz,153,False,True
FAM177A1,k562_04.npz,130,False,True
FAM178B,k562_04.npz,203,False,True
FAM184A,k562_04.npz,237,False,True
FAM185A,k562_04.npz,85,False,True
FAM189B,k562_04.npz,117,False,True
FAM192A,k562_04.npz,222,False,True
FAM193A,k562_04.npz,226,False,True
FAM193B,k562_04.npz,237,False,True
FAM199X,k562_04.npz,271,False,True
FAM200B,k562_04.npz,202,False,True
FAM204A,k562_04.npz,185,False,True
FAM207A,k562_04.npz,306,False,True
FAM20B,k562_04.npz,122,False,True
FAM210A,k562_04.npz,163,False,True
FAM210B,k562_04.npz,330,False,True
FAM216A,k562_04.npz,20,False,True
FAM217B,k562_04.npz,157,False,True
FAM219B,k562_04.npz,380,False,True
FAM222B,k562_04.npz,347,False,True
FAM229A,k562_04.npz,415,False,True
FAM229B,k562_04.npz,172,False,True
FAM241A,k562_04.npz,329,False,True
FAM241B,k562_04.npz,203,False,True
FAM24B,k562_04.npz,130,False,True
FAM32A,k562_04.npz,304,False,True
FAM3A,k562_04.npz,217,False,True
FAM3C,k562_04.npz,254,False,True
FAM49B,k562_04.npz,315,False,True
FAM50A,k562_04.npz,42,False,True
FAM53B,k562_04.npz,148,False,True
FAM53C,k562_04.npz,215,False,True
FAM72B,k562_04.npz,141,False,True
FAM72C,k562_04.npz,191,False,True
FAM72D,k562_04.npz,446,False,True
FAM76A,k562_04.npz,302,False,True
FAM76B,k562_04.npz,152,False,True
FAM78A,k562_04.npz,271,False,True
FAM83A,k562_04.npz,68,False,True
FAM83D,k562_04.npz,339,False,True
FAM83G,k562_04.npz,89,False,True
FAM83H,k562_04.npz,243,False,True
FAM86C1,k562_04.npz,117,False,True
FAM89A,k562_04.npz,278,False,True
FAM89B,k562_04.npz,236,False,True
FAM8A1,k562_04.npz,316,False,True
FAM91A1,k562_04.npz,160,False,True
FAM92A,k562_04.npz,110,False,True
FAM98A,k562_04.npz,210,False,True
FAM98B,k562_04.npz,120,False,True
FAM98C,k562_04.npz,306,False,True
FAN1,k562_04.npz,293,False,True
FANCA,k562_04.npz,70,False,True
FANCB,k562_04.npz,121,False,True
FANCD2,k562_04.npz,142,False,True
FANCE,k562_04.npz,40,False,True
FANCF,k562_04.npz,85,False,True
FANCG,k562_04.npz,315,False,True
FANCI,k562_04.npz,20,False,True
FANCL,k562_04.npz,88,False,True
FANCM,k562_04.npz,78,False,True
FAR1,k562_04.npz,400,False,True
FAR2,k562_04.npz,175,False,True
FARP2,k562_04.npz,289,False,True
FARS2,k562_04.npz,90,False,True
FARSA,k562_04.npz,141,False,True
FARSB,k562_04.npz,102,False,True
FASN,k562_04.npz,212,False,True
FASTK,k562_04.npz,192,False,True
FASTKD1,k562_04.npz,143,False,True
FASTKD2,k562_04.npz,19,False,True
FASTKD3,k562_04.npz,136,False,True
FASTKD5,k562_04.npz,317,False,True
FAT1,k562_04.npz,319,False,True
FAU,k562_04.npz,55,False,False
FAXDC2,k562_04.npz,479,False,True
FBF1,k562_04.npz,306,False,True
FBH1,k562_04.npz,218,False,True
FBL,k562_04.npz,48,False,True
FBLIM1,k562_04.npz,291,False,True
FBRS,k562_04.npz,46,False,True
FBRSL1,k562_04.npz,70,False,True
FBXL12,k562_04.npz,345,False,True
FBXL13,k562_04.npz,77,False,True
FBXL14,k562_04.npz,648,False,False
FBXL15,k562_04.npz,37,False,True
FBXL19,k562_04.npz,467,False,True
FBXL20,k562_04.npz,147,False,True
FBXL3,k562_04.npz,155,False,True
FBXL4,k562_04.npz,261,False,True
FBXL5,k562_04.npz,491,False,True
FBXL8,k562_04.npz,383,False,True
FBXO11,k562_04.npz,110,False,True
FBXO17,k562_04.npz,230,False,True
FBXO21,k562_04.npz,197,False,True
FBXO22,k562_04.npz,226,False,True
FBXO25,k562_04.npz,227,False,True
FBXO27,k562_04.npz,309,False,True
FBXO28,k562_04.npz,30,False,True
FBXO3,k562_04.npz,418,False,True
FBXO31,k562_04.npz,237,False,True
FBXO33,k562_04.npz,159,False,True
FBXO34,k562_04.npz,236,False,True
FBXO38,k562_04.npz,198,False,True
FBXO4,k562_04.npz,238,False,True
FBXO41,k562_04.npz,251,False,True
FBXO42,k562_04.npz,305,False,True
FBXO44,k562_04.npz,272,False,True
FBXO45,k562_04.npz,183,False,True
FBXO46,k562_04.npz,239,False,True
FBXO5,k562_04.npz,287,False,True
FBXO6,k562_04.npz,85,False,True
FBXO7,k562_04.npz,89,False,True
FBXO8,k562_04.npz,98,False,True
FBXO9,k562_04.npz,281,False,True
FBXW11,k562_04.npz,334,False,True
FBXW2,k562_04.npz,208,False,True
FBXW4,k562_04.npz,305,False,True
FBXW5,k562_04.npz,64,False,True
FBXW7,k562_04.npz,798,False,True
FBXW9,k562_04.npz,88,False,True
FCER1G,k562_04.npz,141,False,True
FCF1,k562_04.npz,154,False,True
FCGR2A,k562_04.npz,174,False,True
FCGR2C,k562_04.npz,97,False,False
FCGRT,k562_04.npz,224,True,True
FCHO1,k562_04.npz,127,False,True
FCHSD1,k562_04.npz,96,False,True
FDFT1,k562_04.npz,257,False,True
FDPS,k562_04.npz,22,False,True
FDX1,k562_04.npz,209,False,True
FDX2,k562_04.npz,276,False,True
FDXR,k562_04.npz,387,False,True
FECH,k562_04.npz,6,False,True
FEM1A,k562_04.npz,226,False,True
FEM1B,k562_04.npz,187,False,True
FEN1,k562_04.npz,320,False,True
FERD3L,k562_04.npz,170,False,True
FERMT2,k562_04.npz,200,False,True
FERMT3,k562_04.npz,195,False,True
FES,k562_04.npz,63,False,True
FEV,k562_04.npz,314,False,True
FEZ1,k562_04.npz,234,False,True
FEZ2,k562_04.npz,374,False,True
FEZF1,k562_04.npz,250,False,True
FEZF2,k562_04.npz,93,False,True
FGD6,k562_04.npz,209,False,True
FGF13,k562_04.npz,156,False,True
FGF2,k562_04.npz,171,False,True
FGFR1,k562_04.npz,298,False,True
FGFR1OP,k562_04.npz,236,False,True
FGFR1OP2,k562_04.npz,382,False,True
FGFR3,k562_04.npz,272,False,True
FGFR4,k562_04.npz,154,False,True
FGFRL1,k562_04.npz,188,False,True
FGGY,k562_04.npz,298,False,True
FH,k562_04.npz,108,False,True
FHIT,k562_04.npz,258,False,True
FHL2,k562_04.npz,218,False,True
FHL3,k562_04.npz,320,True,True
FHOD1,k562_04.npz,135,False,True
FIBP,k562_04.npz,179,False,True
FIGLA,k562_04.npz,327,False,True
FIGNL1,k562_04.npz,248,False,True
FIP1L1,k562_04.npz,20,False,True
FIS1,k562_04.npz,226,False,True
FIZ1,k562_04.npz,194,False,True
FJX1,k562_04.npz,825,False,True
FKBP11,k562_04.npz,258,False,True
FKBP14,k562_04.npz,227,False,True
FKBP15,k562_04.npz,123,False,True
FKBP1A,k562_04.npz,131,False,True
FKBP1B,k562_04.npz,107,False,True
FKBP2,k562_04.npz,183,False,True
FKBP3,k562_04.npz,397,False,True
FKBP4,k562_04.npz,184,False,True
FKBP5,k562_04.npz,213,False,True
FKBP7,k562_04.npz,311,False,True
FKBP8,k562_04.npz,135,False,True
FKBP9,k562_04.npz,211,False,True
FKBPL,k562_04.npz,37,False,True
FKRP,k562_04.npz,229,False,True
FLAD1,k562_04.npz,174,False,True
FLCN,k562_04.npz,105,False,True
FLI1,k562_04.npz,143,False,True
FLII,k562_04.npz,320,False,True
FLNA,k562_04.npz,328,False,True
FLNB,k562_04.npz,169,False,True
FLNC,k562_04.npz,238,False,True
FLOT1,k562_04.npz,208,False,True
FLOT2,k562_04.npz,230,False,True
FLVCR1,k562_04.npz,119,False,True
FLYWCH1,k562_04.npz,246,False,False
FLYWCH2,k562_04.npz,241,False,True
FMC1,k562_04.npz,166,False,True
FMNL1,k562_04.npz,187,False,True
FMNL3,k562_04.npz,265,False,True
FMR1,k562_04.npz,252,False,True
FMR1NB,k562_04.npz,208,False,True
FN1,k562_04.npz,196,False,True
FN3KRP,k562_04.npz,81,False,True
FNBP1,k562_04.npz,32,False,True
FNBP4,k562_04.npz,357,False,True
FNDC10,k562_04.npz,121,False,True
FNDC3A,k562_04.npz,340,False,True
FNDC3B,k562_04.npz,152,False,True
FNDC4,k562_04.npz,235,False,True
FNIP1,k562_04.npz,121,False,True
FNIP2,k562_04.npz,210,False,True
FNTA,k562_04.npz,108,False,True
FOLR3,k562_04.npz,610,False,True
FOPNL,k562_04.npz,91,False,True
FOS,k562_04.npz,406,False,True
FOSB,k562_04.npz,311,False,True
FOSL1,k562_04.npz,192,False,True
FOSL2,k562_04.npz,87,False,True
FOXA1,k562_04.npz,240,False,True
FOXA2,k562_04.npz,85,False,True
FOXA3,k562_04.npz,183,False,True
FOXB1,k562_04.npz,208,False,True
FOXB2,k562_04.npz,24,False,True
FOXC1,k562_04.npz,188,False,True
FOXC2,k562_04.npz,167,False,True
FOXD1,k562_04.npz,154,False,True
FOXD2,k562_04.npz,165,False,True
FOXD3,k562_04.npz,434,False,True
FOXD4,k562_04.npz,240,False,True
FOXD4L1,k562_04.npz,184,False,True
FOXE1,k562_04.npz,253,False,True
FOXE3,k562_04.npz,210,False,True
FOXF1,k562_04.npz,240,False,True
FOXF2,k562_04.npz,88,False,True
FOXG1,k562_04.npz,184,False,True
FOXH1,k562_04.npz,286,False,True
FOXI1,k562_04.npz,281,False,True
FOXI2,k562_04.npz,110,False,True
FOXI3,k562_04.npz,94,False,True
FOXJ1,k562_04.npz,164,False,True
FOXJ2,k562_04.npz,210,False,True
FOXJ3,k562_04.npz,198,False,True
FOXK1,k562_04.npz,162,False,True
FOXK2,k562_04.npz,155,False,True
FOXL1,k562_04.npz,267,False,True
FOXL2,k562_04.npz,375,False,True
FOXM1,k562_04.npz,224,False,True
FOXN1,k562_04.npz,116,False,True
FOXN2,k562_04.npz,232,True,True
FOXN3,k562_04.npz,279,False,True
FOXN4,k562_04.npz,173,False,True
FOXO1,k562_04.npz,185,False,True
FOXO3,k562_04.npz,381,False,True
FOXO4,k562_04.npz,293,True,True
FOXO6,k562_04.npz,144,False,True
FOXP1,k562_04.npz,816,False,True
FOXP2,k562_04.npz,187,False,True
FOXP3,k562_04.npz,216,False,True
FOXP4,k562_04.npz,239,False,True
FOXQ1,k562_04.npz,275,False,True
FOXR1,k562_04.npz,255,False,True
FOXR2,k562_04.npz,113,False,True
FOXRED1,k562_04.npz,242,False,True
FOXRED2,k562_04.npz,122,False,True
FOXS1,k562_04.npz,155,False,True
FPGS,k562_04.npz,53,False,True
FPGT,k562_04.npz,157,False,True
FRA10AC1,k562_04.npz,60,False,True
FRAT2,k562_04.npz,252,False,True
FRG1,k562_04.npz,106,False,True
FRG2,k562_04.npz,111,False,True
FRMD8,k562_04.npz,152,False,True
FRRS1,k562_04.npz,170,False,True
FRYL,k562_04.npz,278,False,True
FSCN1,k562_04.npz,453,False,True
FSTL3,k562_04.npz,428,False,True
FTH1,k562_04.npz,73,False,True
FTL,k562_04.npz,158,False,True
FTO,k562_04.npz,240,False,True
FTSJ1,k562_04.npz,130,False,True
FTSJ3,k562_04.npz,64,False,True
FUBP1,k562_04.npz,68,False,True
FUBP3,k562_04.npz,118,True,True
FUCA1,k562_04.npz,173,False,True
FUCA2,k562_04.npz,248,False,True
FUNDC1,k562_04.npz,335,False,True
FUNDC2,k562_04.npz,69,False,True
FUOM,k562_04.npz,151,False,True
FURIN,k562_04.npz,241,False,True
FUS,k562_04.npz,215,False,True
FUT1,k562_04.npz,163,False,True
FUT10,k562_04.npz,127,False,True
FUT11,k562_04.npz,42,False,True
FUT8,k562_04.npz,341,False,True
FXN,k562_04.npz,306,False,True
FXR1,k562_04.npz,204,False,True
FXR2,k562_04.npz,210,False,True
FXYD5,k562_04.npz,318,True,True
FYN,k562_04.npz,219,False,True
FYTTD1,k562_04.npz,65,False,True
FZD2,k562_04.npz,187,True,True
FZD3,k562_04.npz,177,False,True
FZD5,k562_04.npz,197,False,True
FZR1,k562_04.npz,136,False,True
G0S2,k562_04.npz,114,False,True
G2E3,k562_04.npz,21,False,True
G3BP1,k562_04.npz,62,False,False
G3BP2,k562_04.npz,175,False,True
G6PC3,k562_04.npz,120,False,True
G6PD,k562_04.npz,175,False,True
GAA,k562_04.npz,134,False,True
GAB2,k562_04.npz,424,False,True
GAB3,k562_04.npz,133,False,True
GABARAP,k562_04.npz,140,False,True
GABARAPL1,k562_04.npz,165,False,True
GABARAPL2,k562_04.npz,82,False,True
GABBR1,k562_04.npz,347,False,True
GABPA,k562_04.npz,196,False,True
GABPB1,k562_04.npz,154,False,True
GABRE,k562_04.npz,209,False,True
GABRG3,k562_04.npz,72,False,True
GAD1,k562_04.npz,251,False,True
GADD45A,k562_04.npz,88,False,True
GADD45GIP1,k562_04.npz,91,False,True
GAK,k562_04.npz,414,False,True
GAL,k562_04.npz,444,False,True
GALC,k562_04.npz,285,False,True
GALE,k562_04.npz,156,False,True
GALK1,k562_04.npz,116,False,True
GALK2,k562_04.npz,136,False,True
GALM,k562_04.npz,96,False,True
GALNT1,k562_04.npz,144,False,True
GALNT10,k562_04.npz,161,False,True
GALNT11,k562_04.npz,284,False,True
GALNT12,k562_04.npz,141,False,True
GALNT2,k562_04.npz,211,False,True
GALNT5,k562_04.npz,81,False,True
GALNT6,k562_04.npz,158,False,True
GALNT7,k562_04.npz,57,False,True
GALT,k562_04.npz,229,False,True
GAMT,k562_04.npz,246,False,True
GAN,k562_04.npz,307,False,True
GANAB,k562_04.npz,268,False,True
GANC,k562_04.npz,57,False,True
GAPDH,k562_04.npz,357,False,False
GAPVD1,k562_04.npz,140,False,True
GAR1,k562_04.npz,271,False,True
GARS,k562_04.npz,486,False,True
GART,k562_04.npz,29,False,True
GAS2L1,k562_04.npz,218,False,True
GAS6,k562_04.npz,240,False,True
GAS8,k562_04.npz,313,False,True
GATA1,k562_04.npz,46,False,True
GATA2,k562_04.npz,329,False,True
GATA3,k562_04.npz,118,False,True
GATA4,k562_04.npz,175,False,True
GATA5,k562_04.npz,287,False,True
GATA6,k562_04.npz,105,False,True
GATAD1,k562_04.npz,170,False,True
GATAD2A,k562_04.npz,200,False,True
GATAD2B,k562_04.npz,258,False,True
GATC,k562_04.npz,212,False,True
GATD1,k562_04.npz,45,False,True
GATD3A,k562_04.npz,139,False,True
GBA,k562_04.npz,249,False,True
GBA2,k562_04.npz,186,False,True
GBE1,k562_04.npz,99,False,True
GBF1,k562_04.npz,82,False,True
GBGT1,k562_04.npz,141,False,True
GBX1,k562_04.npz,373,False,True
GBX2,k562_04.npz,194,False,True
GCAT,k562_04.npz,254,False,True
GCC1,k562_04.npz,112,False,True
GCC2,k562_04.npz,117,False,True
GCDH,k562_04.npz,187,False,True
GCFC2,k562_04.npz,155,False,True
GCHFR,k562_04.npz,164,False,True
GCLC,k562_04.npz,326,False,True
GCLM,k562_04.npz,202,False,True
GCM1,k562_04.npz,184,False,True
GCM2,k562_04.npz,251,False,True
GCOM1,k562_04.npz,197,False,True
GCSH,k562_04.npz,337,False,True
GDA,k562_04.npz,168,False,True
GDAP2,k562_04.npz,264,False,True
GDE1,k562_04.npz,309,False,True
GDF11,k562_04.npz,281,False,True
GDF15,k562_04.npz,38,False,True
GDI1,k562_04.npz,237,False,True
GDI2,k562_04.npz,162,False,True
GDPD5,k562_04.npz,376,False,True
GEMIN2,k562_04.npz,142,False,True
GEMIN4,k562_04.npz,89,False,True
GEMIN5,k562_04.npz,110,False,True
GEMIN6,k562_04.npz,242,False,True
GEMIN7,k562_04.npz,380,False,True
GEMIN8,k562_04.npz,187,False,True
GEN1,k562_05.npz,154,False,True
GET1,k562_05.npz,142,False,True
GET3,k562_05.npz,152,False,True
GET4,k562_05.npz,217,False,False
GFER,k562_05.npz,415,False,True
GFI1,k562_05.npz,312,False,True
GFI1B,k562_05.npz,42,False,True
GFM1,k562_05.npz,481,False,True
GFM2,k562_05.npz,52,False,True
GFOD1,k562_05.npz,330,False,True
GFOD2,k562_05.npz,276,False,True
GFPT1,k562_05.npz,114,False,True
GGA1,k562_05.npz,241,False,True
GGA2,k562_05.npz,198,False,True
GGA3,k562_05.npz,294,False,True
GGCT,k562_05.npz,315,False,True
GGCX,k562_05.npz,102,False,True
GGH,k562_05.npz,59,False,True
GGNBP2,k562_05.npz,220,False,True
GGPS1,k562_05.npz,242,False,True
GGT1,k562_05.npz,252,False,True
GHDC,k562_05.npz,130,False,True
GHITM,k562_05.npz,125,False,True
GID4,k562_05.npz,147,False,True
GID8,k562_05.npz,230,False,True
GIGYF1,k562_05.npz,307,False,True
GIGYF2,k562_05.npz,251,True,True
