target,panel,energy,genes_z3,cells
FBXL15,False,55.5228,14,37
FBXL19,False,5.57159,43,467
FBXL20,False,13.9288,20,147
FBXL3,False,14.218,21,155
FBXL4,False,9.40571,41,261
FBXL5,False,5.42338,33,491
FBXL8,False,6.98161,41,383
FBXO11,False,24.2716,35,110
FBXO17,False,10.1137,15,230
FBXO21,False,13.3122,39,197
FBXO22,False,10.8007,16,226
FBXO25,False,10.4222,26,227
FBXO27,False,7.8656,21,309
FBXO28,False,108.69,51,30
FBXO3,False,5.9842,28,418
FBXO31,False,10.7222,39,237
FBXO33,False,14.8539,32,159
FBXO34,False,9.25334,16,236
FBXO38,False,12.2397,33,198
FBXO4,False,9.37377,19,238
FBXO41,False,9.78426,35,251
FBXO42,False,14.9105,143,305
FBXO44,False,8.56968,26,272
FBXO45,False,15.9459,74,183
FBXO46,False,10.8943,24,239
FBXO5,False,10.8665,82,287
FBXO6,False,30.07,30,85
FBXO7,False,25.4767,29,89
FBXO8,False,25.8861,25,98
FBXO9,False,7.82241,19,281
FBXW11,False,13.1063,119,334
FBXW2,False,11.7063,32,208
FBXW4,False,10.4609,24,305
FBXW5,False,40.2894,22,64
FBXW7,False,5.34178,119,798
FBXW9,False,28.9009,19,88
FCER1G,False,17.7135,15,141
FCF1,False,146.197,1498,154
FCGR2A,False,11.8014,20,174
FCGR2C,False,26.5631,20,97
FCGRT,True,22.6365,143,224
FCHO1,False,19.5128,27,127
FCHSD1,False,21.3266,15,96
FDFT1,False,10.5456,32,257
FDPS,False,125.195,108,22
FDX1,False,11.1879,26,209
FDX2,False,18.5435,142,276
FDXR,False,8.26472,43,387
FECH,False,114.685,14,6
FEM1A,False,9.68031,21,226
FEM1B,False,13.5279,20,187
FEN1,False,8.9892,58,320
FERD3L,False,13.9221,20,170
FERMT2,False,23.8335,180,200
FERMT3,False,10.8596,14,195
FES,False,43.4966,26,63
FEV,False,7.62696,23,314
FEZ1,False,8.53582,22,234
FEZ2,False,7.65784,24,374
FEZF1,False,9.50496,31,250
FEZF2,False,25.4436,27,93
FGD6,False,10.3813,17,209
FGF13,False,14.7827,26,156
FGF2,False,12.5957,21,171
FGFR1,False,10.8703,47,298
FGFR1OP,False,19.2465,137,236
FGFR1OP2,False,6.59509,25,382
FGFR3,False,8.96139,30,272
FGFR4,False,14.5709,12,154
FGFRL1,False,12.7037,30,188
FGGY,False,9.59278,32,298
FH,False,30.4981,77,108
FHIT,False,11.6066,44,258
FHL2,False,11.4565,29,218
FHL3,True,8.1113,28,320
FHOD1,False,15.8953,29,135
FIBP,False,16.1573,35,179
FIGLA,False,14.0024,124,327
FIGNL1,False,8.37378,15,248
FIP1L1,False,163.054,47,20
FIS1,False,11.764,55,226
FIZ1,False,17.3439,84,194
FJX1,False,9.37305,100,825
FKBP11,False,10.7312,36,258
FKBP14,False,10.2062,24,227
FKBP15,False,24.8657,45,123
FKBP1A,False,23.5338,36,131
FKBP1B,False,28.5763,61,107
FKBP2,False,11.5227,12,183
FKBP3,False,5.81818,26,397
FKBP4,False,13.95,29,184
FKBP5,False,10.813,23,213
FKBP7,False,6.94754,22,311
FKBP8,False,24.6018,59,135
FKBP9,False,22.6934,195,211
FKBPL,False,68.4429,17,37
FKRP,False,12.1772,34,229
FLAD1,False,14.7809,49,174
FLCN,False,36.9795,90,105
FLI1,False,29.1065,62,143
FLII,False,21.5802,111,320
FLNA,False,6.78206,16,328
FLNB,False,12.9117,17,169
FLNC,False,10.2914,33,238
FLOT1,False,11.7498,21,208
FLOT2,False,9.24343,25,230
FLVCR1,False,36.3216,108,119
FLYWCH1,False,14.6384,62,246
FLYWCH2,False,10.4224,28,241
FMC1,False,13.4322,16,166
FMNL1,False,14.9441,20,187
FMNL3,False,8.9315,26,265
FMR1,False,9.64979,28,252
FMR1NB,False,10.7679,25,208
FN1,False,14.5205,44,196
FN3KRP,False,30.2579,17,81
FNBP1,False,91.1871,58,32
FNBP4,False,15.919,274,357
FNDC10,False,20.7093,24,121
FNDC3A,False,6.43835,14,340
FNDC3B,False,12.8476,18,152
FNDC4,False,10.5914,30,235
FNIP1,False,27.7969,59,121
FNIP2,False,10.4008,17,210
FNTA,False,28.503,46,108
FOLR3,False,8.30047,124,610
FOPNL,False,27.1274,23,91
FOS,False,5.6099,14,406
FOSB,False,7.44579,29,311
FOSL1,False,19.8779,60,192
FOSL2,False,25.4299,16,87
FOXA1,False,9.06486,14,240
FOXA2,False,25.7103,25,85
FOXA3,False,14.3866,27,183
FOXB1,False,11.0347,18,208
FOXB2,False,76.2282,18,24
FOXC1,False,14.9202,23,188
FOXC2,False,14.1354,26,167
FOXD1,False,16.4391,34,154
FOXD2,False,14.3124,19,165
FOXD3,False,5.01123,24,434
FOXD4,False,11.6573,31,240
FOXD4L1,False,18.0475,62,184
FOXE1,False,10.346,24,253
FOXE3,False,11.379,25,210
FOXF1,False,8.71543,17,240
FOXF2,False,27.5948,21,88
FOXG1,False,16.3604,84,184
FOXH1,False,8.50485,21,286
FOXI1,False,7.80496,11,281
FOXI2,False,21.1867,19,110
FOXI3,False,52.2326,141,94
FOXJ1,False,12.5931,15,164
FOXJ2,False,11.7329,28,210
FOXJ3,False,12.43,20,198
FOXK1,False,25.2718,107,162
FOXK2,False,18.3477,46,155
FOXL1,False,8.65357,12,267
FOXL2,False,7.58632,39,375
FOXM1,False,11.9054,31,224
FOXN1,False,24.8317,77,116
FOXN2,True,24.7449,120,232
FOXN3,False,9.35336,28,279
FOXN4,False,13.8909,37,173
FOXO1,False,38.0531,265,185
FOXO3,False,7.18739,40,381
FOXO4,True,11.5406,49,293
FOXO6,False,16.3096,25,144
FOXP1,False,3.01189,30,816
FOXP2,False,10.9457,26,187
FOXP3,False,10.345,20,216
FOXP4,False,9.81116,27,239
FOXQ1,False,10.4986,30,275
FOXR1,False,9.2584,25,255
FOXR2,False,21.4816,40,113
FOXRED1,False,10.492,30,242
FOXRED2,False,29.8022,162,122
FOXS1,False,40.3815,237,155
FPGS,False,37.3485,22,53
FPGT,False,16.3212,25,157
FRA10AC1,False,38.0622,29,60
FRAT2,False,9.68829,15,252
FRG1,False,18.6927,19,106
FRG2,False,20.0387,34,111
FRMD8,False,16.1744,13,152
FRRS1,False,17.1725,42,170
FRYL,False,8.81767,21,278
FSCN1,False,5.13653,14,453
FSTL3,False,5.88724,36,428
FTH1,False,31.4079,14,73
FTL,False,13.5249,24,158
FTO,False,10.2158,33,240
FTSJ1,False,22.7137,50,130
FTSJ3,False,68.2379,127,64
FUBP1,False,43.7385,79,68
FUBP3,True,18.6441,25,118
FUCA1,False,13.1216,22,173
FUCA2,False,10.0768,36,248
FUNDC1,False,9.58008,56,335
FUNDC2,False,173.329,347,69
FUOM,False,16.3366,29,151
FURIN,False,10.0409,17,241
FUS,False,12.337,30,215
FUT1,False,20.2361,37,163
FUT10,False,19.7938,13,127
FUT11,False,56.0805,24,42
FUT8,False,6.75825,15,341
FXN,False,10.859,67,306
FXR1,False,13.1731,28,204
FXR2,False,14.8285,40,210
FXYD5,True,7.26507,18,318
FYN,False,22.5781,135,219
FYTTD1,False,34.6748,31,65
FZD2,True,11.8381,21,187
FZD3,False,14.7011,26,177
FZD5,False,21.2369,110,197
FZR1,False,18.4001,25,136
G0S2,False,20.6874,18,114
G2E3,False,111.571,44,21
G3BP1,False,46.0433,64,62
G3BP2,False,13.8344,17,175
G6PC3,False,19.9292,13,120
G6PD,False,13.0665,30,175
GAA,False,18.3725,20,134
GAB2,False,130.766,1317,424
GAB3,False,17.3311,24,133
GABARAP,False,16.5081,17,140
GABARAPL1,False,22.3086,107,165
GABARAPL2,False,27.1143,18,82
GABBR1,False,7.53062,44,347
GABPA,False,15.2105,52,196
GABPB1,False,48.7074,241,154
GABRE,False,10.6911,20,209
GABRG3,False,44.7733,38,72
GAD1,False,8.16594,11,251
GADD45A,False,27.1065,35,88
GADD45GIP1,False,43.8495,77,91
GAK,False,5.81537,20,414
GAL,False,5.51732,24,444
GALC,False,8.25373,30,285
GALE,False,14.3986,21,156
GALK1,False,20.629,22,116
GALK2,False,21.7588,19,136
GALM,False,24.4818,16,96
GALNT1,False,16.7282,19,144
GALNT10,False,12.3609,13,161
GALNT11,False,8.29143,24,284
GALNT12,False,14.9107,22,141
GALNT2,False,11.4692,26,211
GALNT5,False,31.0848,16,81
GALNT6,False,18.9247,51,158
GALNT7,False,43.3352,27,57
GALT,False,12.8086,45,229
GAMT,False,10.8764,27,246
GAN,False,7.88193,19,307
GANAB,False,14.4787,46,268
GANC,False,42.5983,26,57
GAPDH,False,8.0505,49,357
GAPVD1,False,20.9435,53,140
GAR1,False,15.0374,138,271
GARS,False,8.14212,99,486
GART,False,155.58,183,29
GAS2L1,False,10.9951,21,218
GAS6,False,9.76219,20,240
GAS8,False,7.04621,16,313
GATA1,False,188.894,252,46
GATA2,False,7.12972,27,329
GATA3,False,18.8498,21,118
GATA4,False,12.6723,17,175
GATA5,False,8.76441,28,287
GATA6,False,25.1405,29,105
GATAD1,False,16.4485,39,170
GATAD2A,False,10.6922,24,200
GATAD2B,False,9.8824,19,258
GATC,False,12.2112,28,212
GATD1,False,91.4285,109,45
GATD3A,False,20.4767,26,139
GBA,False,8.8817,27,249
GBA2,False,21.5376,131,186
GBE1,False,27.4799,17,99
GBF1,False,73.1362,186,82
GBGT1,False,15.5696,21,141
GBX1,False,6.2423,27,373
GBX2,False,12.0358,26,194
GCAT,False,9.52404,23,254
GCC1,False,17.9124,13,112
GCC2,False,24.6193,23,117
GCDH,False,14.8886,37,187
GCFC2,False,14.9917,18,155
GCHFR,False,14.7737,19,164
GCLC,False,24.5817,224,326
GCLM,False,12.1573,39,202
GCM1,False,14.3197,18,184
GCM2,False,19.0717,50,251
GCOM1,False,11.2805,25,197
GCSH,False,13.4432,108,337
GDA,False,15.1376,35,168
GDAP2,False,9.82591,26,264
GDE1,False,6.99269,16,309
GDF11,False,9.59955,40,281
GDF15,False,80.884,23,38
GDI1,False,17.216,85,237
GDI2,False,15.1796,42,162
GDPD5,False,14.1686,54,376
GEMIN2,False,24.9271,64,142
GEMIN4,False,112.259,425,89
GEMIN5,False,295.157,1186,110
GEMIN6,False,18.2699,146,242
GEMIN7,False,7.27061,29,380
GEMIN8,False,26.6925,173,187
GEN1,False,15.083,30,154
GET1,False,24.7243,70,142
GET3,False,37.5171,221,152
GET4,False,14.8632,59,217
GFER,False,63.2924,1099,415
GFI1,False,7.96047,28,312
GFI1B,False,110.903,121,42
GFM1,False,37.4756,907,481
GFM2,False,40.3381,24,52
GFOD1,False,7.41626,21,330
GFOD2,False,16.0373,120,276
GFPT1,False,28.8549,39,114
GGA1,False,11.9842,28,241
GGA2,False,12.2232,23,198
GGA3,False,8.36057,21,294
GGCT,False,7.54649,21,315
GGCX,False,23.0303,27,102
GGH,False,45.2005,19,59
GGNBP2,False,11.9843,21,220
GGPS1,False,16.7738,82,242
GGT1,False,8.91947,24,252
GHDC,False,22.5903,38,130
GHITM,False,23.1867,41,125
GID4,False,14.9473,30,147
GID8,False,12.5985,60,230
GIGYF1,False,7.19528,25,307
GIGYF2,True,15.8701,124,251
GINM1,False,34.9917,25,85
GINS1,False,131.497,508,69
GINS2,False,92.3262,286,65
GINS3,False,40.5053,229,117
GINS4,False,147.593,524,67
GIPC1,False,15.8847,35,158
GIPC3,False,13.9717,18,183
GIPR,False,8.18064,22,289
GIT1,False,12.0256,23,194
GIT2,False,19.2934,27,118
GJA3,False,10.0477,42,256
GJC1,False,9.36093,13,231
GK,False,12.1,16,178
GK5,False,13.2133,31,180
GKAP1,False,37.6884,58,72
GLA,False,36.6647,22,68
GLB1,False,97.4762,594,95
GLB1L2,False,15.2246,38,196
GLCCI1,False,12.6936,33,225
GLCE,False,10.1059,27,237
GLE1,False,47.6667,40,64
GLG1,False,12.5583,24,194
GLI1,False,12.7108,17,184
GLI2,False,9.80039,16,229
GLI3,True,10.1895,36,324
GLI4,False,9.85764,16,329
GLIS1,False,75.7926,198,47
GLIS2,False,27.9659,34,93
GLIS3,False,9.08116,14,249
GLMN,False,22.7839,83,153
GLO1,False,15.203,52,170
GLOD4,False,10.1137,27,222
GLOD5,False,44.6097,25,60
GLRX,False,9.74252,15,237
GLRX2,False,13.437,19,179
GLRX3,False,18.2923,139,346
GLRX5,False,15.6532,51,184
GLS,False,36.8442,38,69
GLT8D1,False,6.64172,24,342
GLTP,False,21.5015,32,118
GLUD1,False,13.2582,33,182
GLUD2,False,18.7188,36,142
GLUL,False,20.1362,81,187
GLYR1,True,13.1179,66,237
GM2A,False,35.7179,21,70
GMCL1,False,19.583,17,128
GMDS,False,12.3536,28,184
GMEB1,False,17.5856,40,161
GMEB2,True,22.6985,55,140
GMFB,False,14.3812,26,177
GMFG,False,12.1559,18,201
GMIP,False,27.1643,208,182
GMNN,False,46.0672,24,55
GMPPA,False,8.4473,27,281
GMPPB,False,11.2635,66,347
GMPR,False,17.6779,21,136
GMPR2,False,17.3289,45,164
GMPS,False,43.437,319,153
GNA11,False,28.3216,29,82
GNA13,False,23.8004,35,117
GNAI2,False,25.6717,25,85
GNAI3,False,12.1345,29,211
GNAQ,False,17.8699,12,124
GNAS,False,21.4966,16,92
GNB1,False,51.8725,46,52
GNB1L,False,26.4151,141,168
GNB2,False,18.2512,22,131
GNB4,False,20.5151,17,123
GNE,False,25.3064,40,107
GNG10,False,29.6217,34,101
GNG12,False,12.2993,27,192
GNG5,False,16.7413,90,208
GNG7,False,5.20421,24,393
GNL1,False,16.5755,33,151
GNL2,False,75.0915,966,205
GNL3,False,158.482,188,30
GNL3L,False,48.1556,266,116
GNPAT,False,27.4916,153,167
GNPDA1,False,19.5291,26,122
GNPDA2,False,15.4531,32,139
GNPNAT1,False,14.8874,63,244
GNPTAB,False,13.9375,30,184
GNPTG,False,10.0584,18,209
GNS,False,8.50138,33,276
GOLGA1,False,19.0859,13,113
GOLGA2,False,12.2675,41,206
GOLGA3,False,60.6369,26,36
GOLGA4,False,11.5461,23,204
GOLGA5,False,26.0586,50,130
GOLGA6L1,False,5.1175,28,482
GOLGA7,False,19.9668,17,111
GOLGA8A,False,5.34412,28,436
GOLGA8B,False,11.8464,26,191
GOLGB1,False,20.3849,20,118
GOLIM4,False,21.6006,36,127
GOLM1,False,5.04813,21,483
GOLPH3,False,23.8926,24,107
GOLPH3L,False,41.6155,23,66
GOLT1B,False,39.4518,98,101
GON4L,False,5.4007,27,440
GON7,False,11.3165,25,247
GOPC,False,16.3186,30,139
GORAB,False,9.31604,25,249
GORASP1,False,8.43991,16,245
GORASP2,False,11.6105,17,194
GOSR1,False,16.2241,14,130
GOSR2,False,23.3124,68,126
GOT1,False,10.9654,24,240
GOT2,False,9.31786,15,232
GP1BB,False,9.29953,36,298
GP6,False,12.0809,43,262
GPAA1,False,18.5834,19,141
GPALPP1,False,35.05,95,86
GPANK1,False,26.3809,15,99
GPATCH1,False,21.4608,149,215
GPATCH11,False,16.7522,25,136
GPATCH2,False,77.1173,18,27
GPATCH2L,False,10.5489,20,225
GPATCH3,False,9.86199,22,262
GPATCH4,False,11.4615,20,208
GPATCH8,True,9.15033,40,284
GPBP1,False,20.0968,74,284
GPBP1L1,False,20.9493,82,190
GPCPD1,False,11.7067,39,227
GPD1L,False,13.4672,19,178
GPD2,False,15.5229,18,132
GPHN,False,8.06231,18,274
GPI,False,11.5151,47,231
GPKOW,False,45.407,45,83
GPN1,False,76.6876,204,85
GPN2,False,118.654,156,43
GPN3,False,145.768,839,129
GPR107,False,22.9842,42,129
GPR108,False,15.3186,57,201
GPR137,False,12.604,38,257
GPR160,False,9.66461,35,244
GPR180,False,11.4565,22,208
GPR61,False,9.17058,14,238
GPR68,False,6.51768,22,362
GPR89A,False,18.7288,13,129
GPR89B,False,59.9156,15,45
GPRC5C,False,9.93695,21,217
GPRIN1,False,8.87071,19,253
GPS1,False,31.778,827,671
GPS2,False,28.2027,376,305
GPSM1,False,6.97666,31,359
GPSM2,False,11.3791,32,242
GPSM3,False,10.4646,37,257
GPT2,False,68.4019,30,38
GPX4,False,7.28794,18,322
GRAMD1A,True,9.89816,27,255
GRAMD4,False,17.1686,68,167
GRAP2,False,14.4691,46,214
GRB10,False,8.53888,56,458
GRB2,False,9.71076,145,436
GRHL1,False,10.3578,34,241
GRHL2,False,8.36846,24,293
GRHL3,False,23.0734,44,115
GRHPR,False,7.99233,27,341
GRINA,False,152.651,18,6
GRIPAP1,False,10.0693,19,227
GRK2,False,9.76391,18,230
GRK3,False,23.0033,32,120
GRK6,False,21.5197,46,161
GRN,False,28.0793,72,118
GRPEL1,False,40.7977,310,206
GRPEL2,False,7.47433,39,296
GRSF1,False,21.645,162,273
GRTP1,False,6.52004,18,331
GRWD1,False,5.9328,27,420
GSC,False,16.8523,64,188
GSC2,False,15.8387,38,142
GSDMA,False,8.66954,28,264
GSE1,False,11.1833,39,243
GSK3A,False,9.37726,39,292
GSK3B,False,40.4038,379,227
GSKIP,False,9.91983,37,281
GSN,False,11.5981,14,184
GSPT1,False,150.067,233,45
GSR,False,12.0088,26,194
GSS,False,14.0014,32,170
GSTCD,False,132.992,36,13
GSTK1,False,9.82581,14,215
GSTM3,False,11.2905,16,209
GSTM4,False,22.692,29,102
GSTO1,False,26.6115,61,150
GSTP1,False,18.1313,22,122
GSTZ1,False,15.7651,26,169
GSX1,False,18.8294,29,149
GSX2,False,14.5822,23,167
GTF2A1,False,56.5491,406,144
GTF2A2,False,48.1638,532,237
GTF2B,False,82.4128,43,29
GTF2E1,False,52.5479,581,219
GTF2E2,False,64.3584,325,115
GTF2F1,False,35.5231,40,80
GTF2F2,False,74.9746,150,62
GTF2H1,False,104.934,1027,223
GTF2H2,False,14.4941,68,382
GTF2H2C,False,19.5018,46,176
GTF2H3,False,33.1769,155,130
GTF2H4,False,65.7815,464,153
GTF2H5,False,25.8594,43,98
GTF2I,False,10.1126,30,230
GTF2IRD1,True,27.7943,33,93
GTF2IRD2,False,8.02758,29,300
GTF2IRD2B,False,9.66752,22,224
GTF3A,False,22.7805,65,132
GTF3C1,False,15.7424,128,301
GTF3C2,False,44.3326,451,240
GTF3C3,False,53.7492,416,159
GTF3C4,False,8.60704,29,324
GTF3C5,False,7.15383,54,424
GTF3C6,False,12.518,298,509
GTPBP1,False,10.1111,30,235
GTPBP10,False,16.485,31,151
GTPBP2,False,6.82081,16,321
GTPBP3,False,17.1118,22,145
GTPBP4,False,35.0185,199,114
GTPBP6,False,17.0272,48,171
GTPBP8,False,31.0348,42,93
GTSE1,False,12.2955,42,253
GTSF1,False,70.3014,39,38
GUCD1,False,13.4418,40,205
GUF1,False,37.451,18,62
GUK1,False,7.60531,25,313
GULP1,False,36.9641,31,70
GUSB,False,9.5201,12,230
GXYLT1,False,8.8483,15,221
GYG1,False,11.198,85,270
GYPA,False,54.0489,39,47
GYPB,False,20.7384,33,115
GYPC,False,29.0051,49,114
GYPE,False,49.083,34,53
GYS1,False,8.49402,36,291
GZF1,False,6.58362,16,307
H1FX,False,12.4602,17,175
H2AFV,False,6.96912,20,311
H2AFX,False,7.40206,17,309
H2AFY,False,20.2289,37,155
H2AFZ,False,20.509,142,271
H3F3A,False,5.30175,50,522
H3F3B,False,15.6076,24,132
HACE1,False,10.2254,24,249
HACL1,False,13.1563,16,158
HADH,False,12.27,18,183
HADHA,False,32.1372,37,82
HADHB,False,55.3604,83,63
HAGH,False,19.6454,18,116
HAGHL,False,13.9011,35,274
HAMP,False,31.2965,21,83
HAND1,False,11.9792,25,200
HAND2,False,10.5244,27,229
HAPLN2,False,10.1278,21,235
HARS,False,141.116,802,153
HARS2,False,52.8577,165,104
HAT1,False,88.8646,49,32
HAUS1,False,103.168,80,26
HAUS2,False,98.7139,54,28
HAUS3,False,12.1025,34,193
HAUS4,False,50.9547,130,71
HAUS5,False,39.4627,39,76
HAUS6,False,62.904,32,40
HAUS7,False,10.5743,132,364
HAUS8,False,20.4714,73,152
HAX1,False,13.722,27,191
HBA2,False,1.72356,25,1199
HBD,False,26.6129,21,92
HBE1,False,99.9708,12,19
HBG1,False,29.869,22,84
HBG2,False,11.3035,16,186
HBP1,False,12.8622,16,182
HBQ1,False,9.86784,18,216
HBS1L,False,125.827,316,71
HBZ,False,34.0523,29,71
HCCS,False,27.5268,87,134
HCFC1,False,28.4237,40,104
HCFC1R1,False,34.554,28,80
HCLS1,False,12.5104,20,211
HCRTR1,False,6.63545,21,344
HDAC1,True,19.3553,63,165
HDAC10,False,18.6039,31,135
HDAC2,False,30.6529,53,98
HDAC3,False,24.8354,54,142
HDAC5,False,18.3955,29,129
HDAC6,False,26.8491,141,138
HDAC7,False,55.4941,66,50
HDAC8,True,18.8507,31,133
HDDC2,False,13.6684,46,171
HDDC3,False,9.85653,31,223
HDGF,False,76.1772,19,35
HDHD2,False,38.8902,52,81
HDHD3,False,51.6568,15,45
HDHD5,False,18.2354,20,124
HDLBP,False,6.28481,20,330
HDX,False,10.5787,21,219
HEATR1,False,255.849,1500,106
HEATR3,False,22.8795,39,118
HEATR5A,False,12.9682,33,199
HEATR5B,False,48.2517,19,51
HEBP1,False,33.0326,68,106
HEBP2,False,48.5755,17,46
HECTD1,False,8.64209,38,344
HECTD3,False,10.4453,26,249
HECTD4,False,20.5013,129,222
HELLS,False,80.3393,15,29
HELQ,False,12.1476,24,169
HELT,False,13.6594,18,166
HELZ,False,13.34,21,190
HEMGN,False,13.9169,19,157
HEMK1,False,15.7682,17,138
HEPH,False,12.5094,20,170
HERC1,False,29.5578,342,239
HERC4,False,19.329,14,121
HERPUD1,False,10.0394,24,238
HERPUD2,False,16.5904,15,149
HES1,False,9.6909,24,245
HES2,False,9.51257,29,232
HES3,False,13.7941,19,171
HES4,False,17.2722,52,171
HES5,False,13.6399,17,152
HES6,False,26.9541,15,85
HES7,False,17.6871,28,117
HESX1,False,15.3656,23,150
HEXA,False,17.5787,25,135
HEXB,False,12.372,35,193
HEXD,False,13.3585,45,242
HEXIM1,False,28.3063,216,203
HEXIM2,False,10.8656,44,233
HEY1,False,15.5031,25,158
HEY2,False,12.8007,21,170
HEYL,False,16.0036,29,161
HGS,False,50.7838,121,91
HHEX,False,26.4926,193,228
HHLA3,False,21.0302,22,120
HIBADH,False,10.9795,23,210
HIBCH,False,9.88384,26,220
HIC1,False,11.4798,23,222
HIC2,False,11.9771,48,282
HIF1A,False,13.4665,38,163
HIF1AN,False,44.7366,114,76
HIF3A,False,4.68727,13,453
HIGD1A,False,73.7955,128,79
HIGD2A,False,17.6174,73,176
HIKESHI,False,12.886,84,381
HILPDA,False,31.4911,42,83
HINFP,False,84.4544,361,103
HINT1,False,11.669,19,183
HINT2,False,13.7345,26,183
HINT3,False,20.2695,17,118
HIP1R,False,12.3236,21,193
HIPK1,False,29.24,150,173
HIPK2,False,9.67418,24,233
HIPK3,False,11.1559,83,402
HIRA,False,10.0201,228,608
HIRIP3,False,38.7098,77,90
HIST1H1B,False,10.0854,24,220
HIST1H1C,False,8.30283,33,308
HIST1H1D,False,18.2046,34,145
HIST1H1E,False,22.7294,15,95
HIST1H2AA,False,17.3,45,156
HIST1H2AB,False,8.95746,24,247
HIST1H2AC,False,18.4557,32,121
HIST1H2AD,False,25.2467,19,99
HIST1H2AE,False,9.83945,20,254
HIST1H2AG,False,11.2424,37,206
HIST1H2AH,False,62.8262,27,37
HIST1H2AI,False,21.3736,14,125
HIST1H2AK,False,29.3612,22,88
HIST1H2AL,False,23.6493,30,114
HIST1H2AM,False,23.3768,45,121
HIST1H2BA,False,10.9234,14,202
HIST1H2BB,False,7.77977,28,303
HIST1H2BC,False,16.2719,20,158
HIST1H2BD,False,10.0692,24,248
HIST1H2BE,False,13.1951,14,172
HIST1H2BF,False,9.01159,15,260
HIST1H2BG,False,20.515,30,118
HIST1H2BH,False,12.1976,31,193
HIST1H2BJ,False,22.2866,17,127
HIST1H2BK,False,45.2188,24,55
HIST1H2BL,False,5.25432,25,495
HIST1H2BM,False,6.39794,17,364
HIST1H2BN,False,8.4922,21,271
HIST1H2BO,False,10.3748,31,244
HIST1H3A,False,38.5081,26,66
HIST1H3F,False,23.4238,24,145
HIST1H3H,False,85.0946,15,23
HIST1H3J,False,22.2121,28,102
HIST1H4A,False,106.359,46,22
HIST1H4B,False,30.6866,45,91
HIST1H4C,False,8.97521,32,274
HIST1H4D,False,7.08148,31,316
HIST1H4E,False,14.5873,24,161
HIST1H4H,False,11.3965,6,185
HIST1H4I,False,18.1301,59,177
HIST1H4J,False,13.869,49,184
HIST2H2AA3,False,15.2966,40,194
HIST2H2AB,False,23.1179,93,164
HIST2H2AC,False,16.0068,25,142
HIST2H2BE,False,32.0291,19,71
HIST2H2BF,False,10.3165,15,210
HIST2H3A,False,20.6122,111,186
HIST2H3D,False,6.10211,13,356
HIST2H4A,False,4.92218,29,477
HIST3H2A,False,22.3711,33,116
HIST3H2BB,False,13.6745,30,183
HIVEP1,False,62.2989,22,41
HIVEP2,False,6.96772,25,315
HIVEP3,False,8.80658,22,254
HJURP,False,33.5271,245,173
HK1,False,5.29842,35,452
HK2,False,11.5665,37,229
HLA-B,False,12.3933,31,215
HLA-C,False,17.3268,15,125
HLA-E,False,12.648,22,173
HLCS,False,4.0234,16,558
HLF,False,4.57616,25,522
HLTF,False,23.5584,26,95
HLX,False,76.3854,58,56
HM13,False,8.91169,23,263
HMBOX1,False,49.8849,239,148
HMBS,False,5.35384,33,479
HMCES,False,12.8637,27,204
HMG20A,False,21.0543,18,118
HMG20B,False,17.6867,25,153
HMGA1,False,12.8379,36,228
HMGA2,False,12.2659,30,188
HMGB1,False,4.21134,19,521
HMGB2,False,9.26452,35,263
HMGB3,False,48.6913,483,199
HMGCL,False,16.2069,25,149
HMGCR,False,13.2741,75,279
HMGCS1,False,61.8275,88,63
HMGN1,False,11.9975,15,184
HMGN2,False,10.7555,39,239
HMGN3,True,16.3661,22,130
HMGN4,True,16.8411,55,177
HMGN5,False,29.6278,17,100
HMGXB3,True,18.4615,157,342
HMGXB4,False,11.2756,19,200
HMMR,False,17.7709,27,136
HMOX2,False,6.01086,28,381
HMX1,False,19.2047,28,107
HMX2,False,17.9591,19,132
HMX3,False,39.4939,240,173
HNF1A,False,29.7897,29,78
HNF1B,False,11.6702,21,206
HNF4A,False,11.6228,58,347
HNF4G,False,18.8024,45,146
HNRNPA0,False,18.3518,20,130
HNRNPA1,False,25.352,285,260
HNRNPA1L2,False,31.5233,17,83
HNRNPA2B1,False,17.225,128,275
HNRNPA3,False,20.9488,32,134
HNRNPAB,False,15.1998,54,186
HNRNPC,False,76.2604,487,136
HNRNPD,False,48.5174,23,61
HNRNPDL,False,47.438,208,103
HNRNPF,False,5.93658,28,404
HNRNPH1,False,26.0232,264,255
HNRNPH2,False,28.4235,23,79
HNRNPH3,False,13.0187,26,186
HNRNPK,False,126.952,91,33
HNRNPL,False,46.9719,385,195
HNRNPLL,False,26.3997,41,107
HNRNPM,False,8.41695,93,412
HNRNPR,False,10.4561,43,274
HNRNPU,False,43.4089,299,169
HNRNPUL1,False,20.9356,101,172
HNRNPUL2,False,15.0315,60,209
HOMER1,False,8.74017,30,283
HOMER3,False,15.0902,64,249
HOMEZ,True,11.6848,20,198
HOOK1,False,58.602,21,36
HOOK2,False,5.35501,23,426
HOOK3,False,12.4958,16,205
HOXA1,False,24.0357,16,96
HOXA10,False,10.0574,17,221
HOXA11,False,34.0228,19,72
HOXA13,False,14.506,21,156
HOXA2,False,9.61059,22,228
HOXA3,False,7.5478,68,411
HOXA4,False,15.4618,18,129
HOXA5,False,20.9118,18,122
HOXA6,False,17.9361,32,137
HOXA7,False,14.1288,8,154
HOXA9,False,16.0846,28,145
HOXB1,False,61.9137,16,37
HOXB13,False,13.7181,24,189
HOXB2,False,12.6915,15,170
