target,chunk,n_cells,in_panel,on_official_axis
DPF2,19,283.0,False,True
DPF3,19,2930.0,False,True
DPH1,19,484.0,False,True
DPH2,19,804.0,False,True
DPH3,19,1411.0,False,True
DPH5,19,869.0,False,True
DPH6,19,929.0,False,True
DPH7,19,1916.0,False,True
DPM1,19,2041.0,False,True
DPM2,19,1450.0,False,True
DPM3,19,2206.0,False,True
DPP3,19,2292.0,False,True
DPP4,19,3063.0,False,True
DPP7,19,128.0,False,True
DPP8,19,1626.0,False,True
DPP9,19,1192.0,False,True
DPRX,19,1613.0,False,True
DPY19L1,19,771.0,False,True
DPY19L3,19,221.0,False,True
DPY19L4,19,3116.0,False,True
DPYD,19,2102.0,False,True
DPYSL2,19,3503.0,False,True
DPYSL4,19,3533.0,False,True
DR1,19,1428.0,False,True
DRAM1,19,1959.0,False,True
DRAM2,19,1784.0,False,True
DRAP1,19,1876.0,False,True
DRC3,20,6622.0,False,True
DRG1,20,1346.0,False,True
DRGX,20,3336.0,False,True
DRICH1,20,3352.0,False,True
DSC1,20,2401.0,False,True
DSC2,20,1681.0,False,True
DSCC1,20,1269.0,False,True
DSE,20,1864.0,False,True
DSEL,20,1008.0,False,True
DSP,20,1362.0,False,True
DST,20,3220.0,False,True
DSTN,20,1729.0,False,True
DSTYK,20,1903.0,False,True
DTD1,20,1779.0,False,True
DTD2,20,1083.0,False,True
DTHD1,20,1512.0,False,True
DTL,20,138.0,False,True
DTNB,20,536.0,False,True
DTWD1,20,675.0,False,True
DTWD2,20,1325.0,False,True
DTX1,20,3160.0,False,True
DTX2,20,1084.0,False,True
DTX3,20,1854.0,False,True
DTX3L,20,1966.0,False,True
DTX4,20,2167.0,False,True
DTYMK,20,318.0,False,True
DUS1L,20,958.0,False,True
DUS2,20,625.0,False,True
DUS3L,20,972.0,False,True
DUS4L,20,717.0,False,True
DUSP1,20,2897.0,False,True
DUSP10,20,2392.0,False,True
DUSP11,20,2527.0,False,True
DUSP12,20,294.0,False,True
DUSP14,20,1111.0,False,True
DUSP16,20,1403.0,False,True
DUSP18,20,2181.0,False,True
DUSP19,20,2904.0,False,True
DUSP2,20,2296.0,False,True
DUSP22,20,1665.0,False,True
DUSP23,20,1833.0,False,True
DUSP28,20,11.0,False,True
DUSP3,20,2360.0,False,True
DUSP4,20,1515.0,False,True
DUSP5,20,3201.0,False,True
DUSP6,20,1342.0,False,True
DUSP7,20,3573.0,False,True
DUSP8,20,2466.0,False,True
DUX4,20,1621.0,False,False
DUXA,20,994.0,False,True
DVL1,20,683.0,False,True
DVL2,20,1581.0,False,True
DXO,20,1820.0,False,True
DYM,20,2231.0,False,True
DYNC1H1,20,57.0,False,True
DYNC1LI1,20,1220.0,False,True
DYNC1LI2,20,2619.0,False,True
DYNC2H1,20,698.0,False,True
DYNC2I1,20,3012.0,False,False
DYNC2I2,20,3104.0,False,False
DYNC2LI1,20,1533.0,False,True
DYNLL1,20,1155.0,False,True
DYNLL2,20,700.0,False,True
DYNLRB1,20,130.0,False,True
DYNLT1,20,1136.0,False,True
DYNLT2,20,2715.0,False,False
DYNLT2B,20,1487.0,False,False
DYNLT3,20,3403.0,False,True
DYNLT4,20,5423.0,False,False
DYRK1A,20,2630.0,False,True
DYRK1B,20,2427.0,False,True
DYRK2,20,1745.0,False,True
DYRK3,20,2337.0,False,True
DYRK4,20,1844.0,False,True
DYSF,20,2967.0,False,True
DZANK1,20,387.0,False,True
DZIP1,20,2561.0,False,True
DZIP3,20,1407.0,False,True
E2F2,20,1226.0,False,True
E2F3,20,1490.0,False,True
E2F5,20,1065.0,False,True
E2F6,20,788.0,False,True
E2F7,20,1237.0,False,True
E2F8,20,1207.0,False,True
E4F1,20,22.0,False,True
EAF1,20,2908.0,False,True
EAF2,20,2833.0,False,True
EARS2,20,975.0,False,True
EBAG9,20,1258.0,False,True
EBF1,20,922.0,False,True
EBF2,20,1616.0,False,True
EBF3,20,2751.0,False,True
EBF4,20,849.0,False,True
EBI3,20,3367.0,False,True
EBLN2,20,2735.0,False,True
EBP,20,3549.0,False,True
EBPL,20,3723.0,False,True
ECD,20,1463.0,False,True
ECE1,20,1442.0,False,True
ECE2,20,2550.0,False,True
ECH1,20,1397.0,False,True
ECHDC1,20,2208.0,False,True
ECHDC2,20,2154.0,False,True
ECHS1,20,2729.0,False,True
ECI1,20,1242.0,False,True
ECI2,20,926.0,False,True
ECPAS,20,1379.0,False,True
ECRG4,20,1174.0,False,True
ECSIT,20,1548.0,False,True
EDA,20,1687.0,False,True
EDAR,20,1793.0,False,True
EDARADD,20,2070.0,False,True
EDC3,20,4570.0,False,True
EDC4,20,1179.0,False,True
EDEM1,20,979.0,False,True
EDEM2,20,1926.0,False,True
EDEM3,20,1525.0,False,True
EDF1,20,3314.0,False,True
EDN1,20,1819.0,False,True
EDN3,20,2046.0,False,True
EDRF1,20,264.0,False,True
EEA1,20,3056.0,False,True
EED,20,1149.0,False,True
EEF1A1,20,1043.0,False,False
EEF1AKMT1,20,1266.0,False,True
EEF1AKMT2,20,1884.0,False,True
EEF1AKMT3,20,5467.0,False,True
EEF1B2,20,1229.0,False,True
EEF1D,20,715.0,False,False
EEF1E1,20,1495.0,False,True
EEF1G,20,117.0,False,True
EEF2K,20,1051.0,False,True
EEF2KMT,20,222.0,False,True
EEFSEC,20,498.0,False,True
EEIG1,20,2333.0,False,False
EEIG2,20,1750.0,False,False
EEPD1,20,1223.0,False,True
EFCAB11,20,2212.0,False,True
EFCAB13,20,1662.0,False,True
EFCAB14,20,3361.0,False,True
EFCAB2,20,1844.0,False,True
EFCAB7,20,1760.0,False,True
EFEMP2,20,730.0,False,True
EFHC1,21,1069.0,False,True
EFHC2,21,1931.0,False,True
EFHD1,21,2688.0,False,True
EFHD2,21,478.0,False,True
EFNA1,21,2190.0,False,True
EFNA4,21,676.0,False,True
EFNB1,21,1435.0,False,True
EFNB2,21,4086.0,False,True
EFR3A,21,195.0,False,True
EGF,21,1310.0,False,True
EGFL6,21,1730.0,False,True
EGFL7,21,1133.0,False,True
EGFL8,21,481.0,False,True
EGLN1,21,2042.0,False,True
EGLN2,21,1407.0,False,True
EGLN3,21,1201.0,False,True
EGR1,21,1696.0,False,True
EGR2,21,1812.0,False,True
EGR3,21,1400.0,False,True
EGR4,21,2808.0,False,True
EHBP1,21,845.0,False,True
EHBP1L1,21,814.0,False,True
EHD1,21,2476.0,False,True
EHD3,21,2292.0,False,True
EHD4,21,1488.0,False,True
EHF,21,3298.0,False,True
EHMT1,21,4663.0,False,True
EHMT2,21,1895.0,False,True
EI24,21,399.0,False,True
EID1,21,1218.0,False,True
EID2,21,1173.0,False,True
EID2B,21,1649.0,False,True
EID3,21,1984.0,False,True
EIF1,21,1116.0,False,True
EIF1AD,21,457.0,False,True
EIF1AX,21,1488.0,False,True
EIF1AY,21,1198.0,False,True
EIF1B,21,566.0,False,True
EIF2A,21,2008.0,False,True
EIF2AK1,21,1372.0,False,True
EIF2AK2,21,2537.0,False,True
EIF2AK3,21,1259.0,False,True
EIF2AK4,21,1110.0,False,True
EIF2B1,21,85.0,False,True
EIF2B4,21,109.0,False,True
EIF2D,21,1142.0,False,True
EIF2S1,21,392.0,False,True
EIF2S3,21,1450.0,False,True
EIF3E,21,35.0,False,True
EIF3G,21,82.0,False,True
EIF3H,21,523.0,False,True
EIF3J,21,163.0,False,True
EIF3K,21,1986.0,False,True
EIF3L,21,832.0,False,True
EIF3M,21,182.0,False,True
EIF4A1,21,183.0,False,True
EIF4A2,21,86.0,False,True
EIF4A3,21,598.0,False,True
EIF4B,21,1356.0,False,True
EIF4E,21,455.0,False,True
EIF4E2,21,1725.0,False,True
EIF4E3,21,1762.0,False,True
EIF4EBP1,21,1827.0,False,True
EIF4EBP2,21,3007.0,False,True
EIF4EBP3,21,1870.0,False,True
EIF4ENIF1,21,443.0,False,True
EIF4G1,21,149.0,False,True
EIF4G2,21,801.0,False,True
EIF4G3,21,1060.0,False,True
EIF4H,21,1064.0,False,True
EIF5,21,1532.0,False,True
EIF5A,21,155.0,False,False
EIF5A2,21,1357.0,False,True
EIF6,21,21.0,False,True
EIPR1,21,699.0,False,True
ELAC1,21,546.0,False,True
ELAC2,21,72.0,False,True
ELAPOR1,21,654.0,False,False
ELAPOR2,21,208.0,False,False
ELAVL1,21,3243.0,False,True
ELF1,21,469.0,False,True
ELF2,21,2222.0,False,True
ELF3,21,1517.0,False,True
ELF4,21,1080.0,False,True
ELF5,21,2833.0,False,True
ELK3,21,2412.0,False,True
ELK4,21,2202.0,False,True
ELL,21,343.0,False,True
ELL2,21,2635.0,False,True
ELMO1,21,408.0,False,True
ELMO2,21,127.0,False,True
ELMO3,21,880.0,False,True
ELMOD2,21,2631.0,False,True
ELMOD3,21,721.0,False,True
ELOA,21,962.0,False,True
ELOB,21,2830.0,False,True
ELOC,21,1719.0,False,True
ELOF1,21,7696.0,False,True
ELOVL1,21,2502.0,False,True
ELOVL4,21,2456.0,False,True
ELOVL5,21,2332.0,False,True
ELOVL6,21,1379.0,False,True
ELOVL7,21,2353.0,False,True
ELP1,21,431.0,False,True
ELP2,21,627.0,False,True
ELP3,21,1183.0,False,True
ELP4,21,455.0,False,True
ELP5,21,931.0,False,True
ELP6,21,1227.0,False,True
EMB,21,1620.0,False,True
EMC1,21,704.0,False,True
EMC10,21,1041.0,False,True
EMC2,21,319.0,False,True
EMC3,21,2600.0,False,True
EMC4,21,868.0,False,True
EMC6,21,919.0,False,True
EMC7,21,2322.0,False,True
EMC8,21,2692.0,False,True
EMC9,21,1038.0,False,True
EMD,21,2879.0,False,True
EME1,21,683.0,False,True
EME2,21,659.0,False,True
EMG1,21,205.0,False,True
EMILIN2,21,1777.0,False,True
EML2,21,1166.0,False,True
EML3,21,254.0,False,False
EML4,21,2035.0,False,True
EML5,21,2672.0,False,True
EMP1,21,1699.0,False,True
EMP3,21,1518.0,False,True
EMSY,21,306.0,False,True
EMX1,21,1215.0,False,True
EMX2,21,1813.0,False,True
EN1,21,2667.0,False,True
EN2,21,5588.0,False,True
ENC1,21,2600.0,False,True
ENDOD1,21,2351.0,False,True
ENDOG,22,2392.0,False,True
ENDOV,22,3350.0,False,True
ENG,22,2895.0,False,True
ENGASE,22,4866.0,False,True
ENKD1,22,2280.0,False,True
ENKUR,22,2967.0,False,True
ENO1,22,204.0,False,True
ENO2,22,1152.0,False,True
ENO3,22,369.0,False,True
ENOPH1,22,2615.0,False,True
ENOSF1,22,2591.0,False,True
ENOX2,22,1705.0,False,True
ENPP1,22,1540.0,False,True
ENPP2,22,2853.0,False,True
ENPP3,22,1014.0,False,True
ENPP4,22,1331.0,False,True
ENPP5,22,1009.0,False,True
ENSA,22,1894.0,False,True
ENSG00000275895,22,293.0,False,False
ENSG00000289731,22,1543.0,False,False
ENTPD1,22,2838.0,False,True
ENTPD4,22,1974.0,False,True
ENTPD5,22,2252.0,False,True
ENTPD6,22,209.0,False,True
ENTPD7,22,2375.0,False,True
ENTR1,22,646.0,False,True
ENTREP3,22,2680.0,False,False
ENY2,22,135.0,False,True
EOGT,22,1982.0,False,True
EOLA1,22,4176.0,False,False
EOLA2,22,2072.0,False,False
EOMES,22,2722.0,False,True
EP300,22,6149.0,False,True
EPAS1,22,1841.0,False,True
EPB41,22,3021.0,False,True
EPB41L2,22,1069.0,False,True
EPB41L3,22,1242.0,False,True
EPB41L5,22,474.0,False,True
EPB42,22,1118.0,False,True
EPC1,22,1949.0,False,True
EPCAM,22,1641.0,False,True
EPG5,22,2142.0,False,True
EPGN,22,1063.0,False,True
EPHA1,22,1765.0,False,True
EPHA4,22,6113.0,False,True
EPHB4,22,200.0,False,True
EPHB6,22,2547.0,False,True
EPHX1,22,911.0,False,True
EPHX2,22,2656.0,False,True
EPM2A,22,1914.0,False,True
EPN1,22,1573.0,False,True
EPN2,22,1902.0,False,True
EPOP,22,787.0,False,True
EPOR,22,2571.0,False,False
EPPK1,22,1275.0,False,True
EPS15,22,2130.0,False,True
EPS15L1,22,541.0,False,True
EPS8,22,829.0,False,True
EPS8L2,22,1551.0,False,True
EPSTI1,22,2654.0,False,True
ERAL1,22,1018.0,False,True
ERAP1,22,2437.0,False,True
ERAP2,22,3057.0,False,True
ERBIN,22,1733.0,False,True
ERC1,22,1412.0,False,True
ERCC1,22,2081.0,False,True
ERCC3,22,91.0,False,True
ERCC4,22,432.0,False,True
ERCC5,22,1540.0,False,True
ERCC6,22,1509.0,False,True
ERCC6L,22,1244.0,False,True
ERCC6L2,22,1550.0,False,True
ERCC8,22,2156.0,False,True
EREG,22,1012.0,False,True
ERF,22,558.0,False,True
ERG,22,1000.0,False,True
ERG28,22,1313.0,False,True
ERGIC1,22,1118.0,False,True
ERGIC2,22,1725.0,False,True
ERGIC3,22,8870.0,False,True
ERH,22,29.0,False,True
ERI1,22,472.0,False,True
ERI2,22,2511.0,False,True
ERI3,22,2186.0,False,True
ERICH1,22,1762.0,False,True
ERLEC1,22,661.0,False,True
ERLIN1,22,1136.0,False,True
ERLIN2,22,1016.0,False,True
ERMAP,22,2102.0,False,True
ERMARD,22,2283.0,False,True
ERMN,22,1205.0,False,True
ERMP1,22,796.0,False,True
ERN1,22,2875.0,False,True
ERO1A,22,1799.0,False,True
ERO1B,22,2390.0,False,True
ERP27,22,1425.0,False,True
ERP29,22,1644.0,False,True
ERP44,22,1229.0,False,True
ERRFI1,22,1916.0,False,True
ERV3-1,22,825.0,False,True
ESAM,22,3693.0,False,True
ESCO1,22,1743.0,False,True
ESCO2,22,189.0,False,True
ESD,22,1540.0,False,True
ESF1,22,82.0,False,True
ESM1,22,1595.0,False,True
ESPN,22,1425.0,False,True
ESR1,22,1602.0,False,True
ESR2,22,2120.0,False,False
ESRRA,22,2344.0,False,True
ESRRB,22,3446.0,False,True
ESRRG,22,3334.0,False,True
ESS2,22,281.0,False,True
ESX1,22,2665.0,False,True
ESYT1,22,392.0,False,True
ESYT2,22,92.0,False,True
ETAA1,22,1544.0,False,True
ETF1,22,53.0,False,True
ETFA,22,2089.0,False,True
ETFB,22,4021.0,False,True
ETFBKMT,22,716.0,False,True
ETFDH,22,91.0,False,True
ETFRF1,22,1456.0,False,False
ETHE1,22,2444.0,False,True
ETNK1,22,1526.0,False,True
ETNK2,22,1416.0,False,True
ETS1,22,904.0,False,True
ETS2,22,3322.0,False,True
ETV1,22,2900.0,False,True
ETV2,22,959.0,False,True
ETV3,22,948.0,False,True
ETV3L,22,2290.0,False,True
ETV4,22,1077.0,False,True
ETV5,22,473.0,False,True
ETV6,22,2361.0,False,True
ETV7,22,1844.0,False,True
EVA1B,22,1885.0,False,True
EVA1C,22,3081.0,False,True
EVC,22,948.0,False,True
EVC2,22,1377.0,False,True
EVI2A,22,2059.0,False,True
EVI2B,22,2459.0,False,True
EVI5,22,3937.0,False,True
EVI5L,22,1697.0,False,True
EVL,22,2549.0,False,True
EVX1,22,2921.0,False,True
EVX2,23,1552.0,False,True
EWSR1,23,2313.0,False,True
EXD2,23,3511.0,False,True
EXD3,23,1350.0,False,True
EXO1,23,316.0,False,True
EXO5,23,1077.0,False,True
EXOC1,23,287.0,False,True
EXOC2,23,24.0,False,True
EXOC3,23,211.0,False,True
EXOC4,23,410.0,False,True
EXOC5,23,78.0,False,True
EXOC6,23,2820.0,False,True
EXOC6B,23,1582.0,False,True
EXOC7,23,405.0,False,True
EXOC8,23,467.0,False,True
EXOG,23,1270.0,False,True
EXOSC1,23,171.0,False,True
EXOSC10,23,10.0,False,True
EXOSC3,23,10.0,False,True
EXOSC5,23,72.0,False,True
EXOSC6,23,92.0,False,True
EXOSC8,23,99.0,False,True
EXOSC9,23,241.0,False,True
EXPH5,23,2082.0,False,True
EXT1,23,2150.0,False,True
EXT2,23,1216.0,False,True
EXTL2,23,1938.0,False,True
EXTL3,23,590.0,False,True
EYA3,23,695.0,False,True
EYS,23,2218.0,False,True
EZH1,23,850.0,False,True
EZR,23,641.0,False,True
F11R,23,1347.0,False,True
F12,23,2745.0,False,True
F13A1,23,2517.0,False,True
F2R,23,2927.0,False,True
F2RL1,23,2121.0,False,True
F3,23,1316.0,False,True
F5,23,2991.0,False,True
F8,23,2267.0,False,True
F8A1,23,1285.0,False,True
F8A3,23,886.0,False,False
FAAH,23,2055.0,False,True
FAAH2,23,1481.0,False,True
FAAP100,23,920.0,False,True
FAAP20,23,410.0,False,True
FAAP24,23,237.0,False,True
FABP1,23,2468.0,False,True
FABP2,23,2797.0,False,True
FABP3,23,3381.0,False,True
FABP4,23,1636.0,False,True
FABP5,23,1238.0,False,True
FABP6,23,3127.0,False,True
FADS1,23,2069.0,False,True
FADS2,23,1888.0,False,True
FADS3,23,2267.0,False,True
FAF1,23,6159.0,False,True
FAF2,23,288.0,False,True
FAH,23,2143.0,False,True
FAHD1,23,4352.0,False,True
FAHD2A,23,381.0,False,True
FAHD2B,23,3939.0,False,True
FAIM,23,1283.0,False,True
FAM107B,23,1446.0,False,True
FAM110A,23,1058.0,False,True
FAM110C,23,2285.0,False,True
FAM111A,23,2171.0,False,True
FAM111B,23,1908.0,False,True
FAM114A2,23,2527.0,False,True
FAM117A,23,1580.0,False,True
FAM117B,23,1327.0,False,True
FAM118A,23,826.0,False,True
FAM118B,23,1252.0,False,True
FAM120AOS,23,2048.0,False,True
FAM120B,23,2092.0,False,True
FAM120C,23,535.0,False,True
FAM124B,23,1855.0,False,True
FAM131A,23,598.0,False,True
FAM133B,23,1581.0,False,True
FAM135A,23,1380.0,False,True
FAM136A,23,572.0,False,True
FAM13A,23,2216.0,False,True
FAM13B,23,260.0,False,True
FAM149B1,23,156.0,False,True
FAM153A,23,3014.0,False,True
FAM156A,23,1157.0,False,False
FAM156B,23,1919.0,False,False
FAM161A,23,1674.0,False,True
FAM161B,23,2087.0,False,True
FAM162A,23,530.0,False,True
FAM167B,23,3133.0,False,True
FAM168A,23,2389.0,False,True
FAM168B,23,2514.0,False,True
FAM169A,23,1395.0,False,True
FAM170A,23,933.0,False,True
FAM171A1,23,1073.0,False,True
FAM174A,23,1049.0,False,True
FAM174B,23,2154.0,False,True
FAM174C,23,1257.0,False,True
FAM177A1,23,1163.0,False,True
FAM184A,23,1986.0,False,True
FAM184B,23,1651.0,False,False
FAM185A,23,2896.0,False,True
FAM193A,23,2203.0,False,True
FAM193B,23,1091.0,False,True
FAM199X,23,2114.0,False,True
FAM200A,23,3111.0,False,True
FAM200B,23,971.0,False,True
FAM204A,23,349.0,False,True
FAM209A,23,1816.0,False,True
FAM209B,23,825.0,False,True
FAM20B,23,1152.0,False,True
FAM20C,23,2561.0,False,True
FAM210A,23,347.0,False,True
FAM210B,23,3658.0,False,True
FAM216A,23,1498.0,False,True
FAM217B,23,1463.0,False,True
FAM219A,23,2504.0,False,True
FAM219B,23,2262.0,False,True
FAM220A,23,1310.0,False,False
FAM221A,23,1568.0,False,True
FAM222A,23,1090.0,False,True
FAM222B,23,1779.0,False,True
FAM227B,23,1382.0,False,True
FAM228B,23,1266.0,False,True
FAM229A,23,3418.0,False,True
FAM229B,23,5284.0,False,True
FAM234A,23,2263.0,False,True
FAM234B,23,1463.0,False,True
FAM241A,23,1385.0,False,True
FAM241B,23,2181.0,False,True
FAM24B,23,3897.0,False,True
FAM3A,23,2344.0,False,True
FAM3C,23,1866.0,False,True
FAM3D,23,1608.0,False,True
FAM43A,23,1836.0,False,True
FAM50A,23,3096.0,False,True
FAM50B,23,2012.0,False,True
FAM53B,23,3557.0,False,True
FAM53C,23,1944.0,False,True
FAM72C,23,3451.0,False,True
FAM76A,23,4687.0,False,True
FAM76B,23,1574.0,False,True
FAM78A,23,3837.0,False,True
FAM78B,24,901.0,False,True
FAM83D,24,4102.0,False,True
FAM83F,24,1117.0,False,True
FAM83G,24,2770.0,False,True
FAM83H,24,1162.0,False,True
FAM86C1P,24,2356.0,False,False
FAM89A,24,2912.0,False,True
FAM89B,24,743.0,False,True
FAM8A1,24,1879.0,False,True
FAM91A1,24,1881.0,False,True
FAM98A,24,2784.0,False,True
FAM98B,24,1314.0,False,True
FAM98C,24,2151.0,False,True
FAN1,24,1705.0,False,True
FANCA,24,1131.0,False,True
FANCB,24,1167.0,False,True
FANCC,24,655.0,False,True
FANCD2,24,877.0,False,True
FANCE,24,704.0,False,True
FANCF,24,862.0,False,True
FANCG,24,904.0,False,True
FANCI,24,284.0,False,True
FANCL,24,438.0,False,True
FANCM,24,1385.0,False,True
FANK1,24,2518.0,False,True
FAR1,24,2441.0,False,True
FAR2,24,2648.0,False,True
FARP1,24,1658.0,False,True
FARP2,24,3108.0,False,True
FARS2,24,1000.0,False,True
FARSA,24,114.0,False,True
FAS,24,2321.0,False,True
FASLG,24,1686.0,False,True
FASTK,24,1323.0,False,True
FASTKD1,24,1129.0,False,True
FASTKD2,24,2065.0,False,True
FASTKD3,24,1342.0,False,True
FASTKD5,24,1751.0,False,True
FAXDC2,24,1631.0,False,True
FBF1,24,930.0,False,True
FBH1,24,2117.0,False,True
FBL,24,16.0,False,True
FBLIM1,24,1056.0,False,True
FBLN5,24,1144.0,False,True
FBLN7,24,3274.0,False,True
FBN3,24,1634.0,False,True
FBP1,24,1844.0,False,True
FBRS,24,1119.0,False,True
FBRSL1,24,10.0,False,True
FBXL12,24,1187.0,False,True
FBXL14,24,438.0,False,False
FBXL15,24,4842.0,False,True
FBXL16,24,459.0,False,True
FBXL17,24,1406.0,False,True
FBXL18,24,810.0,False,True
FBXL19,24,742.0,False,True
FBXL20,24,866.0,False,True
FBXL22,24,1310.0,False,True
FBXL3,24,1539.0,False,True
FBXL4,24,1428.0,False,True
FBXL5,24,719.0,False,True
FBXL6,24,1548.0,False,True
FBXL8,24,673.0,False,True
FBXL9P,24,1179.0,False,False
FBXO10,24,1006.0,False,True
FBXO11,24,2597.0,False,True
FBXO2,24,660.0,False,True
FBXO21,24,4012.0,False,True
FBXO22,24,2702.0,False,True
FBXO25,24,2274.0,False,True
FBXO28,24,1165.0,False,True
FBXO3,24,496.0,False,True
FBXO30,24,1466.0,False,True
FBXO31,24,1952.0,False,True
FBXO32,24,3485.0,False,True
FBXO33,24,1519.0,False,True
FBXO34,24,672.0,False,True
FBXO36,24,1236.0,False,True
FBXO38,24,1420.0,False,True
FBXO4,24,1523.0,False,True
FBXO40,24,1002.0,False,True
FBXO41,24,1399.0,False,True
FBXO42,24,863.0,False,True
FBXO43,24,3687.0,False,True
FBXO44,24,2655.0,False,True
FBXO45,24,2071.0,False,True
FBXO46,24,1460.0,False,True
FBXO48,24,3310.0,False,True
FBXO5,24,115.0,False,True
FBXO6,24,1392.0,False,True
FBXO7,24,1514.0,False,True
FBXO8,24,1300.0,False,True
FBXO9,24,7787.0,False,True
FBXW11,24,10.0,False,True
FBXW2,24,2273.0,False,True
FBXW4,24,1303.0,False,True
FBXW5,24,1929.0,False,True
FBXW7,24,2433.0,False,True
FBXW8,24,3662.0,False,True
FBXW9,24,3324.0,False,True
FCAR,24,2227.0,False,True
FCER1A,24,2257.0,False,True
FCER1G,24,2701.0,False,True
FCER2,24,2816.0,False,True
FCGBP,24,3561.0,False,True
FCGR2A,24,2276.0,False,True
FCGR2B,24,2395.0,False,True
FCGR3A,24,2146.0,False,True
FCGR3B,24,1530.0,False,True
FCHO1,24,1028.0,False,True
FCHO2,24,1439.0,False,True
FCHSD1,24,2348.0,False,True
FCHSD2,24,2655.0,False,True
FCMR,24,575.0,False,True
FCN1,24,2008.0,False,False
FCRL1,24,2405.0,False,True
FCRL3,24,1841.0,False,True
FCRL6,24,2127.0,False,True
FCRLA,24,1845.0,False,True
FCSK,24,3068.0,False,True
FDCSP,24,2403.0,False,True
FDFT1,24,909.0,False,True
FDPS,24,52.0,False,True
FDX1,24,382.0,False,True
FDX2,24,154.0,False,True
FDXACB1,24,5071.0,False,True
FDXR,24,836.0,False,True
FECH,24,780.0,False,True
FEM1A,24,1165.0,False,True
FEM1B,24,967.0,False,True
FEM1C,24,946.0,False,True
FEN1,24,576.0,False,True
FER,24,2821.0,False,True
FERD3L,24,1074.0,False,True
FERMT2,24,1613.0,False,True
FERMT3,24,2199.0,False,True
FERRY3,24,2512.0,False,False
FES,24,1353.0,False,True
FEV,24,1035.0,False,True
FEZ1,24,4637.0,False,True
FEZ2,24,3508.0,False,True
FEZF1,24,2682.0,False,True
FEZF2,24,1114.0,False,True
FGD1,24,2281.0,False,True
FGD2,24,2297.0,False,True
FGD3,24,1937.0,False,True
FGF11,25,1620.0,False,True
FGF2,25,1315.0,False,True
FGF9,25,559.0,False,True
FGFBP2,25,2009.0,False,True
FGFBP3,25,810.0,False,True
FGFR1,25,100.0,False,True
FGFR1OP2,25,944.0,False,True
FGFR2,25,1885.0,False,True
FGFRL1,25,863.0,False,True
FGGY,25,3265.0,False,True
FGL2,25,4581.0,False,True
FGR,25,2504.0,False,True
FH,25,94.0,False,True
FHIP1B,25,1857.0,False,False
FHIP2A,25,709.0,False,False
FHIP2B,25,1477.0,False,False
FHIT,25,2065.0,False,True
FHL1,25,2232.0,False,True
FHL2,25,844.0,False,True
FHOD1,25,1601.0,False,True
FIBP,25,3375.0,False,True
FICD,25,1746.0,False,True
FIG4,25,2089.0,False,True
FIGLA,25,1268.0,False,True
FIGNL1,25,885.0,False,True
FILIP1L,25,1651.0,False,True
FIRRM,25,3873.0,False,False
FIS1,25,182.0,False,True
FITM1,25,472.0,False,True
FITM2,25,1348.0,False,True
FIZ1,25,2399.0,False,True
FKBP11,25,1337.0,False,True
FKBP14,25,2526.0,False,True
FKBP15,25,450.0,False,True
FKBP1A,25,654.0,False,True
FKBP1B,25,2228.0,False,True
FKBP2,25,1074.0,False,True
FKBP3,25,1383.0,False,True
FKBP4,25,877.0,False,True
FKBP5,25,1800.0,False,True
FKBP7,25,1765.0,False,True
FKBP8,25,4401.0,False,True
FKBPL,25,720.0,False,True
FKRP,25,1177.0,False,True
FKTN,25,2712.0,False,True
FLACC1,25,3461.0,False,True
FLAD1,25,393.0,False,True
FLCN,25,978.0,False,True
FLI1,25,897.0,False,True
FLII,25,1264.0,False,True
FLNA,25,1413.0,False,True
FLNB,25,1562.0,False,True
FLOT1,25,1743.0,False,True
FLOT2,25,3965.0,False,True
FLRT2,25,772.0,False,True
FLT1,25,1342.0,False,True
FLT3LG,25,2257.0,False,True
FLT4,25,2789.0,False,True
FLVCR1,25,1395.0,False,True
FLVCR2,25,1346.0,False,True
FLYWCH1,25,1873.0,False,False
FLYWCH2,25,2245.0,False,True
FMC1,25,1484.0,False,True
FMC1-LUC7L2,25,2282.0,False,False
FMN1,25,1211.0,False,True
FMNL1,25,1361.0,False,True
FMNL2,25,1321.0,False,True
FMNL3,25,500.0,False,True
FMO4,25,1601.0,False,True
FMR1,25,339.0,False,True
FN1,25,135.0,False,True
FN3K,25,2581.0,False,True
FN3KRP,25,4155.0,False,True
FNBP1,25,1207.0,False,True
FNBP1L,25,3847.0,False,True
FNBP4,25,549.0,False,True
FNDC10,25,3330.0,False,True
FNDC3A,25,1963.0,False,True
FNDC3B,25,2175.0,False,True
FNDC9,25,1873.0,False,True
FNIP1,25,1876.0,False,True
FNIP2,25,480.0,False,True
FOCAD,25,1748.0,False,True
FOS,25,1510.0,False,True
FOSB,25,1678.0,False,True
FOSL1,25,561.0,False,True
FOSL2,25,2180.0,False,True
FOXA1,25,1384.0,False,True
FOXA2,25,1422.0,False,True
FOXA3,25,2008.0,False,True
FOXB1,25,1892.0,False,True
FOXB2,25,1954.0,False,True
FOXC1,25,3018.0,False,True
FOXC2,25,1975.0,False,True
FOXD1,25,1090.0,False,True
FOXD2,25,2153.0,False,True
FOXD3,25,1264.0,False,True
FOXD4,25,3939.0,False,True
FOXD4L1,25,1234.0,False,True
FOXD4L3,25,932.0,False,True
FOXD4L4,25,1906.0,False,True
