gene,class,expressed_abc,cpm_abc,targets,cov,signal_k562,signal_cd4_mix,rho
LAPTM4B,other,True,866.609,8423,0.000391604,0.00311679,0.0295226,0.040824
UBE2W,other,True,52.1487,8423,0.000792539,-0.195781,-0.00323695,inf
POP1,other,True,18.5754,8423,0.000710694,-0.0944205,-0.0158146,inf
NIPAL2,other,True,17.2625,0,,,-0.374129,
IKBKB,other,True,102.616,8423,0.000743399,-0.0965817,0.00171693,inf
PLAT,other,True,14.1707,0,,,-0.0171407,
JPH1,other,True,22.8285,0,,,-0.419624,
DKK4,other,False,0.0254732,0,,,,
STK3,other,True,61.9128,8423,0.00142627,-0.108739,-0.02954,inf
GDAP1,other,True,24.8193,8423,0.000306253,-0.168588,-0.0080056,inf
RAB2A,other,True,262.451,8423,0.000369066,0.000483959,-0.00231859,inf
EIF3E,other,True,13.2836,8423,0.00033682,0.00109792,-0.00251489,inf
EMC2,other,True,171.355,8423,0.00127866,-0.0293991,-0.00267521,inf
ESRP1,other,True,90.5227,0,,,,
CCN4,other,False,0.146868,0,,,,
NDRG1,other,True,89.6465,0,,,-0.0186987,
ZC2HC1A,other,True,13.0433,0,,,-0.00969405,
IL7,other,False,0.586006,0,,,-0.343581,
STMN2,other,False,0.00317702,0,,,,
ARMC1,other,True,223.594,8423,0.00104086,0.00184769,-0.00334575,inf
TRPS1,other,True,25.2569,0,,,0.00274212,
SPAG1,other,True,5.24515,0,,,-0.0383139,
CHRAC1,other,True,176.426,8423,0.000631629,0.00148501,-0.000361465,inf
NCALD,other,False,0.336131,0,,,0.0207078,
SNX16,other,True,18.5759,0,,,-0.0297986,
GML,other,False,0.0720459,0,,,-0.363002,
UBR5,other,True,147.11,8423,0.000389747,0.00185594,3.10386e-05,1.62387
GSDMD,other,True,123.22,0,,,0.00351922,
TSTA3,other,True,127.685,0,,0.00131795,,
PYCR3,other,True,14.2381,8423,0.000634236,-0.165085,-0.0306222,inf
ANXA13,other,False,0.348971,0,,,,
SQLE,cholesterol synthesis,True,27.6582,8423,0.00148079,0.00812582,-0.00480508,inf
SH2D4A,other,True,25.9478,0,,,-0.0239625,
INTS10,other,True,141.834,8423,0.000870251,-0.0524005,-0.000636872,inf
ERI1,other,True,65.5736,8423,-0.000140462,-0.0112889,0.00386025,-inf
SLC39A14,other,True,18.0528,8423,0.00103351,-0.0660918,-0.00118485,inf
MTMR9,other,True,53.967,8423,0.000595879,-0.0918749,-0.00633621,inf
LEPROTL1,other,True,106.661,8423,0.000352415,0.00121995,0.000608717,0.408956
DCTN6,other,True,194.759,8423,0.000163239,-0.0290284,-0.00197251,inf
R3HCC1,other,True,58.8614,8423,0.000389163,-0.0290294,-0.00605977,inf
GSR,other,True,242.338,8423,0.00120365,-0.0538488,0.00335398,inf
TNFRSF10A,other,True,14.4664,8423,0.000727577,-0.129261,-0.0220001,inf
UBXN8,other,True,12.0808,8423,0.000979192,-0.0283878,-0.0208042,inf
PPP2CB,other,True,13.403,8423,6.31239e-05,-0.0276822,-0.0341724,inf
ERICH1,other,True,65.3214,8423,0.000908865,-0.059745,-0.00403174,inf
NEFM,other,False,0.868972,0,,,,
TUSC3,other,True,132.856,0,,-0.0480845,,
ARHGEF10,other,True,27.9292,8423,-0.000963302,-0.169528,-0.0572409,-inf
KLHDC4,other,True,72.6349,8423,0.00058098,-0.00477287,-0.00199011,inf
MCM4,cell cycle,True,694.934,8423,0.000878411,0.00464542,0.00699862,0.154056
ADAM2,other,False,0.0055903,0,,,,
KCTD9,other,True,27.6005,8423,0.00126392,-0.117406,-0.0035543,inf
FGL1,other,False,0.565033,0,,,,
ASAH1,other,True,70.1244,8423,0.0011359,0.0148971,-0.00312227,inf
BNIP3L,other,True,371.95,8423,0.000353837,0.00803088,-0.000526819,inf
MAN2B1,other,True,66.2275,8423,0.00157389,-0.109135,0.00154261,inf
KCNN4,other,True,37.3394,0,,,0.00961536,
TULP2,other,False,0.0101001,0,,,,
NUCB1,other,True,271.387,8423,0.000214298,-0.032037,0.000632721,inf
DHDH,other,False,3.48262,0,,,-0.153639,
GYS1,other,True,55.6269,0,,,-0.00264343,
MAP4K1,other,True,55.2502,0,,,0.00262693,
ECH1,other,True,263.547,8423,0.00091706,-0.0314865,0.000114602,inf
HNRNPL,other,True,342.061,8423,0.000122775,2.94064e-05,-0.00095089,inf
NFKBIB,other,True,19.8757,8423,0.0010569,0.00561501,-0.00645733,inf
LHB,other,False,0.00772512,0,,,,
CGB3,other,False,0,0,,,,
TUBB4A,other,False,1.97887,0,,,,
SARS2,other,True,14.1793,8423,0.00105412,-0.0352595,-0.026548,inf
KCNA7,other,False,0.00108674,0,,,,
SNRNP70,other,True,50.7299,8423,0.000383764,0.00101455,-0.00543578,inf
CLPTM1,other,True,84.1277,8423,0.000402513,-0.0541093,-0.00391754,inf
RELB,other,True,19.7787,0,,,0.0019489,
CLASRP,other,True,80.58,8423,0.000176582,-0.139477,-0.00406498,inf
LIN7B,other,True,19.148,0,,,-0.0397334,
PPP1R37,other,True,26.8083,8423,0.000356717,-0.139021,-0.0319013,inf
FCGRT,other,True,42.7657,8423,0.0045593,-0.0291272,-0.024264,inf
PIH1D1,other,True,133.671,8423,0.000851095,-0.0505599,-0.00226942,inf
CKM,other,False,0.0361038,0,,,,
ARHGEF18,other,True,67.5592,0,,,-0.00136812,
PPP1R13L,other,True,56.6598,0,,,-0.0654369,
PEX11G,other,False,2.78319,0,,,-0.163471,
ERCC2,other,True,71.4772,8423,0.000509368,-0.0619325,-0.00606847,inf
DOT1L,other,True,154.83,8423,0.000200769,-0.0737008,-5.04568e-06,inf
PLEKHJ1,other,True,23.5147,8423,0.000135767,0.00198354,-0.0133855,inf
SLC17A7,other,False,0.0242423,0,,,,
RNASEH2A,other,True,19.5443,0,,,-0.0303047,
KLC3,other,False,4.06616,0,,,,
CD37,other,False,0.622325,0,,,0.00165883,
SF3A2,other,True,252.005,8423,0.000156035,0.000326677,-0.000854827,inf
AMH,other,True,17.7369,0,,,-0.0984464,
DKKL1,other,False,0.0954889,0,,,,
LYL1,other,False,0.395271,8256,0.000672999,0.00236806,-0.247058,inf
OAZ1,other,True,2125.59,8423,0.000360608,0.000629849,0.000549124,0.613172
TRMT1,other,True,74.0566,8423,0.000608356,0.002019,-0.00257486,inf
STX10,other,True,71.982,8423,0.00109831,-0.0685215,-0.00312024,inf
RETN,other,False,0.306924,0,,,,
FCER2,other,False,0.00247567,0,,,-0.111874,
DMPK,other,False,3.44615,0,,,-0.0887078,
CLEC4M,other,False,0.00340775,0,,,,
RSPH6A,other,False,0.0276188,0,,,,
TBC1D17,other,True,18.7131,0,,,-0.00377565,
IL4I1,other,False,0.278908,0,,,-0.00296503,
TLE6,other,False,4.74717,0,,,-0.0860941,
CCDC130,other,True,40.5083,0,,-0.101382,,
PTOV1,other,True,192.958,8423,0.000179326,0.000311678,-0.00225097,inf
TLE5,other,True,85.6062,8423,0.000114067,4.17044e-05,-0.000793273,inf
NOVA2,other,False,0.0858048,0,,,,
SGTA,other,True,153.484,8423,0.000798952,0.00137265,-0.000740768,inf
LILRB1,other,False,0.0011892,0,,,,
MED25,other,True,146.518,8423,-3.81162e-05,-0.000478969,-0.00344014,-inf
LILRA1,other,False,0,0,,,,
SNAPC2,other,True,53.5892,8423,0.000716349,-0.134471,-0.00233395,inf
C19orf53,other,True,205.217,8423,0.000467015,4.88733e-06,-0.00200451,inf
TIMM44,other,True,111.975,8423,0.000836575,-0.0728333,-0.00146303,inf
CCDC61,other,True,13.252,8423,0.000666177,-0.211179,-0.0174245,inf
IL27RA,other,True,9.53293,8423,0.000254653,-0.0424525,0.000992596,inf
ASF1B,other,True,201.382,8423,0.000508597,0.0038348,0.0100681,0.081852
TNNT1,other,True,110.444,8296,0.00315775,0.0212307,-0.331637,inf
VRK3,other,True,59.9402,8423,0.00136323,-0.043486,-0.0023092,inf
FAM32A,other,True,169.17,8423,0.000262024,0.000924545,-0.00132457,inf
PPP6R1,other,True,340.865,8423,0.000523644,-0.0238268,0.000309349,inf
C19orf44,other,True,18.8815,0,,,-0.0614371,
MED26,other,True,25.0704,8423,-0.000730243,-0.177025,-0.011189,-inf
OLFM2,other,False,4.79025,0,,,-0.0450138,
RASAL3,other,True,13.8479,0,,,0.00078779,
AKAP8,other,True,32.4728,8423,0.00043385,-0.05494,-0.00681946,inf
EPHX3,other,False,0.0855368,0,,,,
ILVBL,other,True,35.7621,8423,0.000874858,-0.146576,-0.00538275,inf
ZNF419,other,False,1.20576,0,,,-0.105655,
SYDE1,other,True,19.2796,0,,,,
CASP14,other,False,0.70928,0,,,,
SLC1A6,other,False,0.00556666,0,,,,
AURKC,other,False,1.59463,0,,,-0.253912,
POP4,other,True,45.8208,8423,0.000542635,-0.0665191,-0.00273836,inf
CCNE1,cell cycle,True,25.9127,8423,0.00230243,-0.0500498,0.00226677,inf
URI1,other,True,125.075,8423,0.000228465,-8.17921e-05,-0.00153453,inf
PDCD5,other,True,45.143,8423,0.000868694,0.00234029,-0.00305648,inf
ANKRD27,other,True,95.2511,8423,0.00102338,-0.0711603,-0.00180817,inf
TIMM50,other,True,71.6371,8423,0.00052947,0.0023496,-0.00221897,inf
LGALS13,other,False,0,0,,,,
FBL,other,True,370.219,8423,0.000333288,0.00112065,0.000544451,0.426682
DYRK1B,other,True,32.1169,0,,,-0.0268529,
CLC,other,False,0.00167749,0,,,,
CNTD2,other,False,0.105161,0,,,,
GPI,other,True,174.29,8423,0.00121562,0.00225138,0.000867807,0.869684
AKT2,other,True,170.557,8423,0.000300748,-0.0363713,-0.00218851,inf
PLD3,other,True,144.575,8423,0.000263386,-0.00803125,-0.00222148,inf
PRX,other,True,10.0808,0,,,-0.122502,
PIAS4,other,True,49.5661,8423,0.00049003,-0.0204018,-0.005235,inf
NUMBL,other,True,13.8754,0,,,-0.0548917,
EBI3,other,False,0.0265776,0,,,0.00457521,
YJU2,other,True,81.1553,8423,0.000113234,-0.0995727,-0.00228672,inf
SHD,other,False,0.134155,0,,,,
TBCB,other,True,168.417,8423,0.000148151,-0.056605,-0.00140313,inf
FSD1,other,True,27.3581,0,,,-0.0144162,
POLR2I,other,True,225.619,8423,0.000176528,0.000427971,-0.00127579,inf
OVOL3,other,False,0.191462,0,,,,
CLIP3,other,True,10.5774,0,,,-0.283057,
ZFR2,other,False,0.00554244,0,,,,
SLC1A5,other,True,243.619,8423,0.00088631,0.00272315,0.0042166,0.261558
PRKD2,other,True,75.6538,8423,-3.463e-05,-0.157436,-0.000122816,-inf
TJP3,other,False,3.51506,0,,,,
APLP1,other,True,30.2944,0,,,-0.163333,
CACTIN,other,True,45.6955,8423,0.000130774,-0.224855,-0.00848395,inf
CCDC9,other,True,58.3546,8423,0.000227419,-0.260221,-0.00315463,inf
HNRNPUL1,other,True,191.796,8423,0.000172539,-0.000610574,-0.001574,inf
FZR1,other,True,112.9,8423,-0.000140049,-0.190218,-0.000709926,-inf
BBC3,p53 targets,True,28.1946,8423,0.000210165,-0.0865621,0.0210031,inf
TGFB1,other,True,17.7657,8423,0.000258726,0.00487411,-0.00439389,inf
DENND3,other,True,32.2876,0,,,-0.017469,
DMAC2,other,True,21.559,8423,0.00139097,-0.0920529,-0.0062121,inf
CEACAM4,other,False,0,0,,,,
PLIN3,other,True,96.3627,8423,0.0011868,0.00225212,0.00291519,0.463178
MYH14,other,True,8.92248,0,,,,
SIGLEC8,other,False,0.00825843,0,,,,
CD79A,other,True,51.8851,0,,,-0.14178,
LIM2,other,False,0.00921552,0,,,,
ICAM4,other,True,5.66697,8256,0.00134711,-0.141693,-0.434021,inf
NOP53,other,True,476.407,8423,0.00103197,0.00256643,0.00231932,0.422983
NKG7,other,False,0.688395,0,,,0.0432229,
ICAM5,other,True,10.715,0,,,-0.145307,
ETFB,other,True,233.492,8423,0.000775225,0.00317997,0.000294131,0.801578
CD33,other,True,8.41375,8423,0.00246927,-0.0755469,0.055887,inf
CEACAM5,other,False,0.149875,0,,,,
CRX,other,False,0.00487356,0,,,,
BABAM1,other,True,168.526,8423,0.000584933,-0.0531691,-0.00150859,inf
TYK2,other,True,65.9036,8423,0.000782877,-0.154117,-0.00299041,inf
SULT2A1,other,False,0,0,,,,
CDC37,other,True,344.506,8423,0.000166829,8.43486e-05,-0.000878324,inf
NAPA,other,True,119.776,8423,0.000153487,-0.0338235,-0.00203691,inf
RABAC1,other,True,119.518,8423,0.000992358,-0.0520488,-0.000804263,inf
ATP1A3,other,True,17.4405,0,,,-0.170896,
MEIS3,other,False,0.290788,0,,,,
PTPRS,other,True,183.406,0,,,,
CNFN,other,True,13.255,0,,,,
ZNRF4,other,False,0.0207276,0,,,,
MEGF8,other,True,16.1231,8423,0.000843954,-0.253264,-0.0550697,inf
KDELR1,other,True,53.2776,8423,0.000824676,-0.0209583,-0.00332482,inf
CYTH2,other,True,74.5004,8423,0.000530693,-0.00645287,-0.00445885,inf
GRWD1,other,True,97.1227,8423,0.000816538,-0.0033161,-0.0023913,inf
GRIN2D,other,False,0.243836,0,,,,
SYNGR4,other,False,1.98172,0,,,,
CLEC11A,other,True,19.0723,0,,-0.120485,,
CCDC114,other,False,0.552966,0,,,,
CARD8,other,True,7.43682,0,,-0.131105,,
LIG1,other,True,167.216,8423,0.00255484,-0.0508623,0.00276213,inf
SIGLEC6,other,False,0.282204,0,,,0.0543673,
ZNF175,other,True,41.9836,8423,0.00222914,-0.235885,0.000231269,inf
PLA2G4C,other,False,0.337513,0,,,-0.0712435,
SIGLEC5,other,False,0.000375982,0,,,,
CABP5,other,False,0.000670886,0,,,,
HAS1,other,False,0.0335599,0,,,,
RAB3D,other,True,8.21788,0,,,-0.237549,
DBP,other,True,160.666,0,,,-0.0117284,
TMEM205,other,True,61.871,8423,0.00126161,-0.122623,-0.000891883,inf
CAPS,other,False,3.74506,0,,,-0.067388,
PLPPR2,other,True,7.30701,8296,0.00691054,-0.196831,-0.316703,inf
FAM83E,other,False,2.47803,0,,,,
RASIP1,other,True,56.842,0,,,,
THEG,other,False,0.112499,0,,,,
FGF21,other,False,0.0156025,0,,,,
BCAT2,other,True,110.231,8423,0.000920258,0.00135831,-0.00242092,inf
MIER2,other,True,19.7694,8423,0.000853802,-0.153888,-0.0182,inf
PLEKHA4,other,False,1.05818,0,,,,
PPP2R1A,other,True,14.5039,8423,0.000409987,-0.01837,-0.0223025,inf
TNPO2,other,True,98.4361,8423,1.20459e-05,-0.0185723,-0.00156891,inf
WDR83OS,other,True,166.338,8423,0.000378669,0.00143584,-0.00167302,inf
CACNG7,other,False,0.000823714,0,,,,
GCDH,other,True,23.2714,8423,0.000970326,-0.0163601,-0.0180535,inf
LILRB5,other,False,0.00390514,0,,,,
KLF1,other,False,0.138886,0,,0.0142837,,
DNASE2,other,True,99.7604,8423,0.00207045,-0.1166,-0.0014835,inf
MAST1,other,True,14.6955,8296,0.00151897,-0.304273,-0.113989,inf
LENG1,other,True,21.1629,8423,-0.000867994,-0.182025,-0.0180557,-inf
PRPF31,other,True,186.981,8423,0.000300048,0.00186914,-0.00122334,inf
TFPT,other,True,54.4242,8423,0.000462807,-0.0517022,-0.00426407,inf
JAK3,other,False,3.9386,0,,,0.000803213,
SLC5A5,other,False,0.0999895,0,,,-0.0810344,
KCNN1,other,False,0.19252,0,,,,
ARRDC2,other,True,13.8979,0,,,0.00022969,
PIK3R2,other,True,188.874,8423,0.000252891,-0.0477944,-0.00101936,inf
RAB3A,other,True,6.95145,0,,,-0.0693623,
PDE4C,other,False,0.0572519,0,,,,
ISYNA1,other,True,16.8809,8423,0.000523081,-0.0516185,-0.0551683,inf
ELL,other,True,16.508,8423,-2.01602e-06,-0.194402,-0.0151724,-inf
CRTC1,other,True,6.83732,0,,,-0.052817,
COMP,other,False,0.0149457,0,,,,
UPK1A,other,False,0.25601,0,,,-0.228656,
COPE,other,True,107.33,8423,1.53391e-06,0.000384531,-0.00281874,inf
DDX49,other,True,98.1455,8423,0.000637964,-0.0339173,-0.00255139,inf
ETV2,other,False,0.286153,0,,,,
ATP4A,other,False,0.0982722,0,,,,
ARMC6,other,True,93.1701,8423,0.00148533,-0.0773656,-0.00152747,inf
TMEM147,other,True,86.3284,8423,8.85128e-06,0.00256952,-0.000327824,inf
GAPDHS,other,False,0.00335909,0,,,,
TMEM59L,other,False,1.69299,0,,,,
HAMP,other,False,0.0295302,0,,,,
USF2,other,True,136.021,8423,0.000234983,-0.0149426,-0.000887948,inf
LSR,other,True,81.0207,8256,0.00370462,-0.0379992,-0.172919,inf
KXD1,other,True,187.439,8423,0.0007963,-0.00430948,-0.000510725,inf
FKBP8,other,True,74.3693,8423,0.000496495,0.000148877,-0.00896776,inf
SUGP1,other,True,13.3639,8423,0.000511225,-0.118199,-0.0101836,inf
HPN,other,False,0.335433,0,,,,
ZNF14,other,False,3.14411,0,,,-0.0121867,
SCN1B,other,False,2.01252,0,,,,
PBX4,other,True,14.049,0,,,-0.00242954,
ERF,other,True,62.348,8423,9.67469e-05,-0.197684,-0.00896758,inf
GSK3A,other,True,48.3383,8423,0.000569422,0.0011268,-0.00283865,inf
ATP13A1,other,True,34.5435,8423,0.000942807,-0.154845,-0.00565328,inf
ZNF574,other,True,13.1289,8423,-0.000679769,-0.135679,-0.0209827,-inf
GRIK5,other,False,0.641009,0,,,,
SIPA1L3,other,True,59.9727,0,,,-0.0168132,
ZNF85,other,True,5.07622,0,,,-0.0138393,
ETHE1,other,True,136.63,8423,0.00113231,-0.0729046,0.00155049,inf
CADM4,other,True,12.7836,0,,,,
SMG9,other,True,15.2558,8423,0.00128199,-0.0878949,-0.0104821,inf
AVL9,other,True,60.2517,8423,0.0009467,-0.09437,-0.00259817,inf
RUNDC3B,other,False,0.818312,0,,,,
CFAP69,other,False,2.99675,0,,,,
GTPBP10,other,True,55.6619,8423,0.000309183,-0.0894437,-0.00393666,inf
RASA4,other,True,9.99178,0,,,,
CDK6,other,True,375.045,8423,-1.84827e-05,0.000844924,0.00183217,-0.014855
PMPCB,other,True,276.548,8423,0.000262746,0.000363377,-0.00174784,inf
DNAJC2,other,True,62.5631,8423,0.00084725,0.00213456,-0.0017758,inf
TFPI2,other,True,80.7111,0,,,,
BET1,other,True,39.7718,8423,0.000197625,-0.0503329,-0.00546264,inf
NAMPT,other,True,49.3107,8423,0.000688657,0.00204514,0.00433645,0.231246
TWISTNB,other,True,64.1828,0,,-0.0521559,,
PIK3CG,other,True,24.6687,8423,0.00141521,-0.0348012,0.00610494,inf
PON3,other,False,0.0480517,0,,,,
PON2,other,True,152.384,0,,,0.0223399,
ITGB8,other,True,35.8445,0,,,,
HBP1,other,True,80.9043,8423,0.000453422,-0.103481,0.00113822,inf
DUS4L,other,True,28.5918,8423,0.000637509,-0.0944968,-0.0118555,inf
SP4,other,True,24.4816,0,,,-0.00100324,
WDR91,other,True,15.5103,0,,,-0.0181764,
DNAH11,other,False,0.0792026,0,,,-0.39182,
CBLL1,other,True,60.5465,8423,0.000609595,-0.0849777,-0.00344636,inf
DLX5,other,False,0.817832,0,,,,
MTPN,other,True,132.999,8423,0.000542992,0.00106349,-0.0024541,inf
STEAP1B,other,False,0.0140217,0,,,,
PTN,other,False,0.0231839,0,,,,
MPP6,other,True,43.7631,0,,0.00106734,,
GSDME,other,True,39.8838,0,,,-0.029377,
ATP6V0A4,other,False,0.231645,0,,,,
ZC3HAV1,other,True,417.717,8423,-0.000383336,0.00363373,0.00368579,-0.104746
TTC26,other,True,38.322,0,,,-0.0174358,
OGDH,other,True,162.697,8423,0.000932965,-0.0829179,-0.000213514,inf
NPVF,other,False,0.00160303,0,,,,
ADAP1,other,False,1.30041,0,,,-0.0379956,
TFEC,other,False,0.0362001,0,,,,
CAV2,other,True,357.639,0,,,,
CAV1,other,True,804.655,0,,,-0.332153,
MET,other,True,125.13,0,,,-0.07895,
RNF32,other,False,2.55601,0,,,-0.0776404,
LMBR1,other,True,105.366,8423,0.000646849,-0.045178,-0.00191617,inf
WNT2,other,False,0.00260996,0,,,,
HOXA1,other,True,14.2496,0,,,,
DNAJB6,other,True,21.537,8423,0.000232929,0.00107267,-0.010144,inf
HOXA2,other,False,1.68115,0,,,,
HOXA3,other,False,3.84822,0,,,,
LFNG,other,False,3.06389,0,,,0.00339167,
HOXA5,other,True,11.8954,0,,,,
HOXA6,other,False,3.14172,0,,,,
BRAT1,other,True,86.2976,8423,0.00104268,-0.0916501,-0.00519867,inf
IQCE,other,True,47.7787,8423,0.000504783,-0.228165,-0.0180524,inf
ANKRD7,other,False,1.79632,0,,,,
VIPR2,other,False,2.15738,0,,,,
TSPAN12,other,True,13.0227,0,,,,
SSBP1,other,True,9.20424,8423,0.000370115,0.0015901,-0.0557991,inf
HOXA13,other,True,10.5966,0,,,,
CPED1,other,False,3.61773,0,,0.00381856,,
EVX1,other,False,0.0493788,0,,,,
HIBADH,other,True,116.857,8423,0.000413839,-0.0337865,-0.0093773,inf
TAX1BP1,other,True,93.4805,8423,0.0010895,0.00445506,-0.000583987,inf
CPVL,other,True,72.7382,0,,-0.0181859,,
CHN2,other,False,1.46373,0,,,,
GRB10,other,True,18.4122,8423,-0.00105583,-0.0978358,-0.00125393,-inf
ABHD11,other,True,31.6246,8423,0.000606322,-0.199618,-0.0243605,inf
COBL,other,True,52.5539,0,,-0.212241,,
FKBP14,other,True,26.9497,8423,0.00110391,-0.0881591,-0.039696,inf
PLEKHA8,other,True,58.3394,8423,0.00136811,-0.0343782,-0.0173096,inf
STX1A,other,True,9.61711,0,,,-0.0288828,
NOD1,other,True,18.643,0,,,-0.041596,
GARS,other,True,55.9122,0,,0.00486536,,
CRHR2,other,False,0,0,,,,
EPHB6,other,True,24.7906,0,,,0.154245,
MINDY4,other,True,6.6507,0,,,,
CASP2,other,True,137.225,8423,0.000376746,-0.0350522,-0.000878106,inf
CHCHD2,other,True,1222.33,8423,9.89093e-05,3.65773e-06,0.000454267,2.42647
CCL24,other,False,0.623691,0,,,,
HSPB1,heat shock,True,1231.7,8423,0.00226264,0.00368929,0.0127056,0.330481
NPTX2,other,False,0.010934,0,,,,
BUD31,other,True,299.597,8423,0.000305607,0.00121406,-0.00114094,inf
PTCD1,other,True,46.4999,8423,-0.000292868,-0.21597,-0.00799785,-inf
CYP3A5,other,False,0.150492,0,,-0.206745,,
ZKSCAN1,other,True,84.7549,8423,0.000416798,0.00159776,-0.00194009,inf
EIF3B,other,True,457.567,8423,0.000254601,0.0013999,0.00046813,0.314506
SNX8,other,True,35.9454,8423,0.00165533,-0.0790573,-0.00590297,inf
NUDT1,other,True,148.617,8423,0.000144773,0.000693484,0.00319031,0.0973317
PTPRZ1,other,True,37.5587,0,,,,
TAF6,other,True,104.942,8423,0.000581383,-0.0467652,-0.00398378,inf
WASL,other,True,57.8588,8423,0.00157263,-0.0409118,-0.0155002,inf
HYAL4,other,False,0.110868,0,,,,
SPAM1,other,False,0.0010093,0,,,,
AIMP2,other,True,88.5473,8423,0.000979902,-0.0421905,0.000203482,inf
TFR2,other,False,2.50388,0,,,-0.0249451,
FSCN3,other,False,0.129767,0,,,,
MOSPD3,other,True,13.1849,8423,0.00107452,-0.188667,-0.0184119,inf
PAX4,other,False,0,0,,,,
PCOLCE,other,True,11.5008,0,,,-0.0719444,
FBXO24,other,False,1.4279,0,,,-0.220008,
PPP1R17,other,False,0.00198661,0,,,,
RBM28,other,True,95.4931,8423,0.000402829,0.00157005,-0.003478,inf
USP42,other,True,20.4788,8423,0.000914341,-0.0750965,-0.0196488,inf
IMPDH1,other,False,3.43595,8423,-0.00035299,-0.0527802,-0.0718428,-inf
AGFG2,other,True,5.49378,0,,,-0.00887178,
LSM5,other,True,76.7226,8423,0.000314905,0.00042118,0.000300084,0.885777
SERPINE1,other,True,55.8695,0,,,-0.300182,
AP1S1,other,True,192.837,8423,0.000986757,-0.0122518,-0.00125063,inf
MOGAT3,other,False,0.0358836,0,,,,
C1GALT1,other,True,42.0601,8423,0.000646009,-0.0503582,-0.00398885,inf
PLOD3,other,True,104.76,8423,0.000937908,-0.0959546,-0.00715905,inf
RPA3,other,True,150.097,8423,0.000221273,0.00160784,-5.0077e-05,inf
ZNHIT1,other,True,54.0706,8423,0.000397929,0.000996257,-0.00539462,inf
CLDN15,other,True,11.8044,0,,,-0.0145571,
NOBOX,other,False,0.00154718,0,,,,
GLCCI1,other,True,44.1064,8423,0.00144955,-0.0853473,0.00179833,inf
MYL10,other,False,0.00180577,0,,,,
PHF14,other,True,189.938,8423,0.000964261,0.00210137,-0.000907689,inf
NRF1,other,True,49.7469,0,,,-0.0043285,
TMEM106B,other,True,271.346,8423,0.00112907,-0.0236395,0.00267318,inf
EZH2,other,True,194.096,8423,0.000250093,0.00149988,0.00337184,0.111209
CEP41,other,True,35.2198,0,,,-0.0147563,
ZNF862,other,True,8.55413,0,,,-0.0218287,
SFRP4,other,False,0.0365328,0,,,,
MEST,other,True,9.34233,8423,0.00121278,-0.130382,-0.0584182,inf
MEOX2,other,False,0.00202144,0,,,,
ANKMY2,other,True,28.4015,8423,0.00112886,-0.0927168,-0.0328488,inf
ACTR3C,other,False,2.92382,0,,,,
POU6F2,other,False,0.367887,0,,,,
TSPAN13,other,True,128.862,8423,0.00226263,-0.081874,-0.0254604,inf
RARRES2,other,True,19.2365,0,,,,
AGR2,other,True,121.485,0,,,,
AHR,other,True,274.985,0,,,0.00743384,
CHCHD3,other,True,160.314,8423,0.000366694,0.00245276,0.000694384,0.280981
GIMAP2,other,True,38.9312,0,,,0.00389683,
TMEM176B,other,False,0.703236,0,,,,
GLI3,other,True,90.9524,0,,,,
PSMA2,other,True,245.522,8423,0.000199922,-0.000237351,-0.000673779,inf
COA1,other,True,34.7013,8423,0.00067928,0.00139155,-0.0208788,inf
BLVRA,other,True,130.066,8423,0.00117713,-0.0473699,0.00278582,inf
URGCP,other,True,52.3801,0,,,-0.00828337,
TMEM248,other,True,221.553,8423,0.000572468,-0.000334046,-0.00111847,inf
RHEB,other,True,74.0038,8423,0.000370368,0.000735459,-0.00168359,inf
PRKAG2,other,True,19.2704,0,,,-0.00613331,
AEBP1,other,True,102.278,8404,0.00285415,-0.202472,-0.0350942,inf
POLD2,other,True,146.7,8423,0.000121249,0.001344,-0.00167729,inf
MYL7,other,False,0.0172548,0,,,,
GCK,other,False,0.531594,0,,,-0.105935,
BCL7B,other,True,182.306,8423,-0.00011884,-0.0554722,-0.00106604,-inf
YKT6,other,True,291.602,8423,0.000306347,-0.0842278,-0.00109111,inf
TBL2,other,True,75.2116,8423,0.000413067,-0.113502,-0.00416272,inf
GALNTL5,other,False,0.0214379,0,,,,
CLIP2,other,True,16.4346,0,,,-0.127514,
EIF4H,other,True,593.436,8423,0.000446491,0.00043371,-0.000311778,inf
LIMK1,other,True,74.2175,0,,,-0.00498886,
SPATA6L,other,False,2.66521,0,,,,
SLC1A1,other,True,9.1629,0,,,,
LHX2,other,True,13.9198,0,,,,
FKTN,other,True,22.8927,8423,2.62637e-05,-0.192012,-0.0193162,inf
FSD1L,other,True,18.9589,0,,,-0.0224542,
CNTNAP3,other,False,3.47642,0,,,,
SPIN1,other,True,286.705,8423,0.000597798,-0.13399,0.00464068,inf
NMRK1,other,True,56.204,0,,,0.00357721,
TMEM245,other,True,109.482,8423,0.000278905,-0.0146899,-0.00273822,inf
PRUNE2,other,True,15.7258,0,,,-0.251454,
MEGF9,other,True,189.559,0,,,-0.00548533,
TRIM14,other,True,236.592,0,,,-0.000643227,
CORO2A,other,True,104.514,0,,,-0.0366863,
TGFBR1,other,True,94.0884,8423,0.000319629,0.00410311,0.00583215,0.0653395
SEC61B,other,True,29.6549,8423,0.000873897,0.000450603,0.000374572,2.12714
C5,other,False,2.65268,0,,,-0.0993,
OGN,other,True,14.8166,0,,,,
