context,source,target,n_cells,n_rows,n_control_cells,n_genes_measured,supported_ge_10,supported_ge_30,supported_ge_50
HepG2,nadig_hepg2,RPF1,56.0,1,90.125,9023,True,True,True
HepG2,nadig_hepg2,RPIA,49.0,1,95.24489795918366,9023,True,True,False
HepG2,nadig_hepg2,RPL10,71.0,1,93.53521126760563,9023,True,True,True
HepG2,nadig_hepg2,RPL10A,116.0,1,93.80172413793105,9023,True,True,True
HepG2,nadig_hepg2,RPL11,41.0,1,92.65853658536587,9023,True,True,False
HepG2,nadig_hepg2,RPL12,103.0,1,93.14563106796116,9023,True,True,True
HepG2,nadig_hepg2,RPL13,73.0,1,92.7123287671233,9023,True,True,True
HepG2,nadig_hepg2,RPL13A,48.0,1,93.66666666666666,9023,True,True,False
HepG2,nadig_hepg2,RPL14,60.0,1,95.0,9023,True,True,True
HepG2,nadig_hepg2,RPL15,42.0,1,92.59523809523809,9023,True,True,False
HepG2,nadig_hepg2,RPL17,77.0,1,93.84415584415586,9023,True,True,True
HepG2,nadig_hepg2,RPL18,81.0,1,90.74074074074076,9023,True,True,True
HepG2,nadig_hepg2,RPL18A,57.0,1,92.14035087719296,9023,True,True,True
HepG2,nadig_hepg2,RPL19,25.0,1,93.63999999999999,9023,True,False,False
HepG2,nadig_hepg2,RPL21,30.0,1,95.8,9023,True,True,False
HepG2,nadig_hepg2,RPL23,142.0,1,95.72535211267605,9023,True,True,True
HepG2,nadig_hepg2,RPL23A,70.0,1,95.67142857142858,9023,True,True,True
HepG2,nadig_hepg2,RPL24,60.0,1,97.6,9023,True,True,True
HepG2,nadig_hepg2,RPL26,86.0,1,91.12790697674417,9023,True,True,True
HepG2,nadig_hepg2,RPL26L1,29.0,1,93.06896551724137,9023,True,False,False
HepG2,nadig_hepg2,RPL27A,50.0,1,93.6,9023,True,True,True
HepG2,nadig_hepg2,RPL28,32.0,1,94.96875,9023,True,True,False
HepG2,nadig_hepg2,RPL29,46.0,1,93.1304347826087,9023,True,True,False
HepG2,nadig_hepg2,RPL3,33.0,1,93.42424242424242,9023,True,True,False
HepG2,nadig_hepg2,RPL30,48.0,1,89.22916666666666,9023,True,True,False
HepG2,nadig_hepg2,RPL31,54.0,1,93.62962962962962,9023,True,True,True
HepG2,nadig_hepg2,RPL32,108.0,1,92.37037037037038,9023,True,True,True
HepG2,nadig_hepg2,RPL34,47.0,1,95.29787234042553,9023,True,True,False
HepG2,nadig_hepg2,RPL35,82.0,1,93.67073170731707,9023,True,True,True
HepG2,nadig_hepg2,RPL35A,196.0,1,93.44897959183673,9023,True,True,True
HepG2,nadig_hepg2,RPL36,89.0,1,93.51685393258427,9023,True,True,True
HepG2,nadig_hepg2,RPL36A,68.0,1,97.11764705882354,9023,True,True,True
HepG2,nadig_hepg2,RPL36AL,31.0,1,94.09677419354841,9023,True,True,False
HepG2,nadig_hepg2,RPL37,55.0,1,91.38181818181816,9023,True,True,True
HepG2,nadig_hepg2,RPL37A,76.0,1,96.13157894736841,9023,True,True,True
HepG2,nadig_hepg2,RPL38,38.0,1,95.89473684210526,9023,True,True,False
HepG2,nadig_hepg2,RPL39,32.0,1,91.8125,9023,True,True,False
HepG2,nadig_hepg2,RPL4,95.0,1,89.97894736842106,9023,True,True,True
HepG2,nadig_hepg2,RPL41,109.0,1,93.2935779816514,9023,True,True,True
HepG2,nadig_hepg2,RPL5,52.0,1,88.88461538461539,9023,True,True,True
HepG2,nadig_hepg2,RPL6,111.0,1,96.10810810810813,9023,True,True,True
HepG2,nadig_hepg2,RPL7,122.0,1,94.5655737704918,9023,True,True,True
HepG2,nadig_hepg2,RPL7L1,56.0,1,93.76785714285714,9023,True,True,True
HepG2,nadig_hepg2,RPL8,73.0,1,90.57534246575341,9023,True,True,True
HepG2,nadig_hepg2,RPL9,63.0,1,94.41269841269842,9023,True,True,True
HepG2,nadig_hepg2,RPLP0,95.0,1,94.53684210526316,9023,True,True,True
HepG2,nadig_hepg2,RPLP1,13.0,1,93.3846153846154,9023,True,False,False
HepG2,nadig_hepg2,RPLP2,27.0,1,93.07407407407406,9023,True,False,False
HepG2,nadig_hepg2,RPN1,15.0,1,99.8,9023,True,False,False
HepG2,nadig_hepg2,RPN2,15.0,1,95.06666666666666,9023,True,False,False
HepG2,nadig_hepg2,RPP14,73.0,1,95.46575342465752,9023,True,True,True
HepG2,nadig_hepg2,RPP21,82.0,1,95.23170731707317,9023,True,True,True
HepG2,nadig_hepg2,RPP30,85.0,1,96.72941176470587,9023,True,True,True
HepG2,nadig_hepg2,RPP38,17.0,1,96.70588235294117,9023,True,False,False
HepG2,nadig_hepg2,RPP40,37.0,1,95.8918918918919,9023,True,True,False
HepG2,nadig_hepg2,RPRD1B,18.0,1,90.22222222222223,9023,True,False,False
HepG2,nadig_hepg2,RPS10,49.0,1,89.93877551020408,9023,True,True,False
HepG2,nadig_hepg2,RPS10-NUDT3,70.0,1,94.54285714285713,9023,True,True,True
HepG2,nadig_hepg2,RPS11,41.0,1,90.92682926829268,9023,True,True,False
HepG2,nadig_hepg2,RPS12,44.0,1,93.63636363636365,9023,True,True,False
HepG2,nadig_hepg2,RPS13,148.0,1,94.91216216216216,9023,True,True,True
HepG2,nadig_hepg2,RPS14,76.0,1,92.21052631578947,9023,True,True,True
HepG2,nadig_hepg2,RPS15,57.0,1,93.29824561403507,9023,True,True,True
HepG2,nadig_hepg2,RPS15A,36.0,1,92.2222222222222,9023,True,True,False
HepG2,nadig_hepg2,RPS16,15.0,1,97.00000000000001,9023,True,False,False
HepG2,nadig_hepg2,RPS17,23.0,1,98.34782608695652,9023,True,False,False
HepG2,nadig_hepg2,RPS18,45.0,1,93.57777777777778,9023,True,True,False
HepG2,nadig_hepg2,RPS19,79.0,1,95.29113924050633,9023,True,True,True
HepG2,nadig_hepg2,RPS19BP1,68.0,1,94.8529411764706,9023,True,True,True
HepG2,nadig_hepg2,RPS2,92.0,1,92.54347826086958,9023,True,True,True
HepG2,nadig_hepg2,RPS20,59.0,1,94.0677966101695,9023,True,True,True
HepG2,nadig_hepg2,RPS21,44.0,1,95.52272727272727,9023,True,True,False
HepG2,nadig_hepg2,RPS23,22.0,1,89.86363636363636,9023,True,False,False
HepG2,nadig_hepg2,RPS24,66.0,1,91.77272727272728,9023,True,True,True
HepG2,nadig_hepg2,RPS25,31.0,1,92.2258064516129,9023,True,True,False
HepG2,nadig_hepg2,RPS26,62.0,1,93.8225806451613,9023,True,True,True
HepG2,nadig_hepg2,RPS27,91.0,1,93.43956043956044,9023,True,True,True
HepG2,nadig_hepg2,RPS27A,116.0,1,93.08620689655172,9023,True,True,True
HepG2,nadig_hepg2,RPS28,35.0,1,94.65714285714286,9023,True,True,False
HepG2,nadig_hepg2,RPS29,99.0,1,92.46464646464646,9023,True,True,True
HepG2,nadig_hepg2,RPS3,54.0,1,95.11111111111111,9023,True,True,True
HepG2,nadig_hepg2,RPS3A,53.0,1,94.88679245283018,9023,True,True,True
HepG2,nadig_hepg2,RPS4X,48.0,1,97.1875,9023,True,True,False
HepG2,nadig_hepg2,RPS5,17.0,1,94.94117647058822,9023,True,False,False
HepG2,nadig_hepg2,RPS6,68.0,1,90.07352941176471,9023,True,True,True
HepG2,nadig_hepg2,RPS7,71.0,1,96.08450704225353,9023,True,True,True
HepG2,nadig_hepg2,RPS8,60.0,1,92.36666666666666,9023,True,True,True
HepG2,nadig_hepg2,RPS9,72.0,1,95.19444444444443,9023,True,True,True
HepG2,nadig_hepg2,RPSA,38.0,1,93.21052631578947,9023,True,True,False
HepG2,nadig_hepg2,RPTOR,26.0,1,94.3076923076923,9023,True,False,False
HepG2,nadig_hepg2,RPUSD3,76.0,1,92.21052631578947,9023,True,True,True
HepG2,nadig_hepg2,RPUSD4,36.0,1,94.5,9023,True,True,False
HepG2,nadig_hepg2,RRM1,12.0,1,95.75,9023,True,False,False
HepG2,nadig_hepg2,RRM2,54.0,1,97.24074074074075,9023,True,True,True
HepG2,nadig_hepg2,RRN3,77.0,1,93.03896103896103,9023,True,True,True
HepG2,nadig_hepg2,RRP1,26.0,1,95.26923076923077,9023,True,False,False
HepG2,nadig_hepg2,RRP12,69.0,1,94.30434782608695,9023,True,True,True
HepG2,nadig_hepg2,RRP15,44.0,1,93.8409090909091,9023,True,True,False
HepG2,nadig_hepg2,RRP7A,68.0,1,94.80882352941177,9023,True,True,True
HepG2,nadig_hepg2,RRP9,84.0,1,92.91666666666667,9023,True,True,True
HepG2,nadig_hepg2,RRS1,137.0,1,90.26277372262774,9023,True,True,True
HepG2,nadig_hepg2,RSL1D1,166.0,1,92.93373493975903,9023,True,True,True
HepG2,nadig_hepg2,RSL24D1,41.0,1,96.21951219512195,9023,True,True,False
HepG2,nadig_hepg2,RSRC2,21.0,1,101.09523809523809,9023,True,False,False
HepG2,nadig_hepg2,RTCB,35.0,1,97.74285714285715,9023,True,True,False
HepG2,nadig_hepg2,RTEL1,263.0,1,94.07604562737644,9023,True,True,True
HepG2,nadig_hepg2,RTF1,26.0,1,90.26923076923076,9023,True,False,False
HepG2,nadig_hepg2,RTRAF,112.0,1,92.18749999999999,9023,True,True,True
HepG2,nadig_hepg2,RTTN,35.0,1,94.11428571428571,9023,True,True,False
HepG2,nadig_hepg2,RUVBL1,53.0,1,96.00000000000001,9023,True,True,True
HepG2,nadig_hepg2,RUVBL2,33.0,1,94.51515151515152,9023,True,True,False
HepG2,nadig_hepg2,S100A1,46.0,1,89.06521739130434,9023,True,True,False
HepG2,nadig_hepg2,SACM1L,26.0,1,91.46153846153847,9023,True,False,False
HepG2,nadig_hepg2,SAE1,56.0,1,94.17857142857142,9023,True,True,True
HepG2,nadig_hepg2,SAMD4B,45.0,1,92.2,9023,True,True,False
HepG2,nadig_hepg2,SAMM50,26.0,1,87.96153846153847,9023,True,False,False
HepG2,nadig_hepg2,SAP130,29.0,1,95.20689655172414,9023,True,False,False
HepG2,nadig_hepg2,SAP18,38.0,1,98.18421052631577,9023,True,True,False
HepG2,nadig_hepg2,SAP30BP,36.0,1,92.38888888888889,9023,True,True,False
HepG2,nadig_hepg2,SARNP,21.0,1,93.66666666666667,9023,True,False,False
HepG2,nadig_hepg2,SARS,14.0,1,97.78571428571429,9023,True,False,False
HepG2,nadig_hepg2,SARS2,36.0,1,93.55555555555554,9023,True,True,False
HepG2,nadig_hepg2,SART1,113.0,1,95.73451327433628,9023,True,True,True
HepG2,nadig_hepg2,SART3,355.0,1,93.33521126760563,9023,True,True,True
HepG2,nadig_hepg2,SASS6,63.0,1,93.11111111111109,9023,True,True,True
HepG2,nadig_hepg2,SBDS,27.0,1,94.96296296296296,9023,True,False,False
HepG2,nadig_hepg2,SBNO1,65.0,1,93.35384615384615,9023,True,True,True
HepG2,nadig_hepg2,SCAF1,82.0,1,95.74390243902437,9023,True,True,True
HepG2,nadig_hepg2,SCAP,98.0,1,93.91836734693878,9023,True,True,True
HepG2,nadig_hepg2,SCD,74.0,1,95.86486486486488,9023,True,True,True
HepG2,nadig_hepg2,SCFD1,54.0,1,94.42592592592592,9023,True,True,True
HepG2,nadig_hepg2,SCNM1,27.0,1,96.74074074074073,9023,True,False,False
HepG2,nadig_hepg2,SDAD1,68.0,1,91.89705882352942,9023,True,True,True
HepG2,nadig_hepg2,SDC1,67.0,1,92.08955223880598,9023,True,True,True
HepG2,nadig_hepg2,SDE2,19.0,1,96.42105263157893,9023,True,False,False
HepG2,nadig_hepg2,SDHA,28.0,1,96.14285714285714,9023,True,False,False
HepG2,nadig_hepg2,SDHAF2,79.0,1,94.9367088607595,9023,True,True,True
HepG2,nadig_hepg2,SDHC,35.0,1,92.45714285714286,9023,True,True,False
HepG2,nadig_hepg2,SDHD,22.0,1,95.86363636363636,9023,True,False,False
HepG2,nadig_hepg2,SDR39U1,33.0,1,93.54545454545453,9023,True,True,False
HepG2,nadig_hepg2,SEC16A,102.0,1,92.82352941176471,9023,True,True,True
HepG2,nadig_hepg2,SEC61A1,110.0,1,95.39999999999999,9023,True,True,True
HepG2,nadig_hepg2,SEC61B,40.0,1,92.80000000000001,9023,True,True,False
HepG2,nadig_hepg2,SEC61G,74.0,1,93.08108108108108,9023,True,True,True
HepG2,nadig_hepg2,SEC62,24.0,1,93.91666666666667,9023,True,False,False
HepG2,nadig_hepg2,SEC63,29.0,1,98.51724137931036,9023,True,False,False
HepG2,nadig_hepg2,SEH1L,83.0,1,91.85542168674701,9023,True,True,True
HepG2,nadig_hepg2,SEM1,100.0,1,95.21000000000001,9023,True,True,True
HepG2,nadig_hepg2,SENP6,29.0,1,96.37931034482759,9023,True,False,False
HepG2,nadig_hepg2,SEPHS2,56.0,1,93.96428571428571,9023,True,True,True
HepG2,nadig_hepg2,SEPSECS,51.0,1,93.07843137254902,9023,True,True,True
HepG2,nadig_hepg2,SERBP1,27.0,1,91.92592592592592,9023,True,False,False
HepG2,nadig_hepg2,SERF2,19.0,1,94.63157894736841,9023,True,False,False
HepG2,nadig_hepg2,SERPINB1,67.0,1,93.94029850746269,9023,True,True,True
HepG2,nadig_hepg2,SET,25.0,1,90.4,9023,True,False,False
HepG2,nadig_hepg2,SETD1A,81.0,1,92.33333333333334,9023,True,True,True
HepG2,nadig_hepg2,SETD2,34.0,1,95.26470588235294,9023,True,True,False
HepG2,nadig_hepg2,SETD5,52.0,1,96.38461538461539,9023,True,True,True
HepG2,nadig_hepg2,SETDB1,62.0,1,93.04838709677419,9023,True,True,True
HepG2,nadig_hepg2,SETX,92.0,1,93.82608695652175,9023,True,True,True
HepG2,nadig_hepg2,SF1,40.0,1,93.95000000000002,9023,True,True,False
HepG2,nadig_hepg2,SF3A1,31.0,1,95.61290322580645,9023,True,True,False
HepG2,nadig_hepg2,SF3A2,103.0,1,95.11650485436893,9023,True,True,True
HepG2,nadig_hepg2,SF3A3,26.0,1,89.65384615384615,9023,True,False,False
HepG2,nadig_hepg2,SF3B1,77.0,1,92.96103896103897,9023,True,True,True
HepG2,nadig_hepg2,SF3B2,35.0,1,96.17142857142856,9023,True,True,False
HepG2,nadig_hepg2,SF3B3,326.0,1,94.15337423312883,9023,True,True,True
HepG2,nadig_hepg2,SF3B4,43.0,1,100.37209302325581,9023,True,True,False
HepG2,nadig_hepg2,SF3B5,103.0,1,95.23300970873785,9023,True,True,True
HepG2,nadig_hepg2,SFPQ,78.0,1,92.66666666666667,9023,True,True,True
HepG2,nadig_hepg2,SFSWAP,26.0,1,92.84615384615385,9023,True,False,False
HepG2,nadig_hepg2,SGPP1,32.0,1,90.75,9023,True,True,False
HepG2,nadig_hepg2,SH3KBP1,16.0,1,98.625,9023,True,False,False
HepG2,nadig_hepg2,SHC1,65.0,1,93.24615384615385,9023,True,True,True
HepG2,nadig_hepg2,SHOC2,61.0,1,92.14754098360656,9023,True,True,True
HepG2,nadig_hepg2,SHQ1,171.0,1,84.22807017543859,9023,True,True,True
HepG2,nadig_hepg2,SIGLEC14,52.0,1,90.73076923076923,9023,True,True,True
HepG2,nadig_hepg2,SIN3A,90.0,1,94.96666666666668,9023,True,True,True
HepG2,nadig_hepg2,SIRT7,242.0,1,93.39256198347107,9023,True,True,True
HepG2,nadig_hepg2,SKA1,28.0,1,93.64285714285714,9023,True,False,False
HepG2,nadig_hepg2,SKA3,57.0,1,93.4736842105263,9023,True,True,True
HepG2,nadig_hepg2,SKP1,54.0,1,94.03703703703704,9023,True,True,True
HepG2,nadig_hepg2,SKP2,20.0,1,91.0,9023,True,False,False
HepG2,nadig_hepg2,SLBP,46.0,1,93.6304347826087,9023,True,True,False
HepG2,nadig_hepg2,SLC16A5,54.0,1,93.07407407407408,9023,True,True,True
HepG2,nadig_hepg2,SLC1A5,631.0,1,94.2012678288431,9023,True,True,True
HepG2,nadig_hepg2,SLC25A10,54.0,1,91.68518518518518,9023,True,True,True
HepG2,nadig_hepg2,SLC25A26,19.0,1,83.36842105263158,9023,True,False,False
HepG2,nadig_hepg2,SLC25A3,29.0,1,97.03448275862071,9023,True,False,False
HepG2,nadig_hepg2,SLC25A42,73.0,1,96.05479452054794,9023,True,True,True
HepG2,nadig_hepg2,SLC2A8,66.0,1,96.15151515151516,9023,True,True,True
HepG2,nadig_hepg2,SLC35A4,28.0,1,94.92857142857142,9023,True,False,False
HepG2,nadig_hepg2,SLC35B1,23.0,1,93.13043478260869,9023,True,False,False
HepG2,nadig_hepg2,SLC35G2,174.0,1,93.12068965517241,9023,True,True,True
HepG2,nadig_hepg2,SLC35G6,26.0,1,94.3076923076923,9023,True,False,False
HepG2,nadig_hepg2,SLC39A10,30.0,1,91.56666666666666,9023,True,True,False
HepG2,nadig_hepg2,SLC39A7,39.0,1,91.38461538461539,9023,True,True,False
HepG2,nadig_hepg2,SLC39A9,45.0,1,99.04444444444445,9023,True,True,False
HepG2,nadig_hepg2,SLC4A5,49.0,1,91.46938775510203,9023,True,True,False
HepG2,nadig_hepg2,SLC7A5,137.0,1,95.51824817518249,9023,True,True,True
HepG2,nadig_hepg2,SLC7A6OS,51.0,1,94.94117647058823,9023,True,True,True
HepG2,nadig_hepg2,SLC9B1,23.0,1,93.34782608695653,9023,True,False,False
HepG2,nadig_hepg2,SLU7,342.0,1,93.64619883040935,9023,True,True,True
HepG2,nadig_hepg2,SMAGP,50.0,1,94.84,9023,True,True,True
HepG2,nadig_hepg2,SMARCB1,81.0,1,91.67901234567901,9023,True,True,True
HepG2,nadig_hepg2,SMARCC1,27.0,1,91.14814814814815,9023,True,False,False
HepG2,nadig_hepg2,SMARCE1,12.0,1,90.91666666666666,9023,True,False,False
HepG2,nadig_hepg2,SMC1A,76.0,1,94.36842105263159,9023,True,True,True
HepG2,nadig_hepg2,SMC2,25.0,1,86.44000000000001,9023,True,False,False
HepG2,nadig_hepg2,SMC3,21.0,1,87.76190476190474,9023,True,False,False
HepG2,nadig_hepg2,SMC4,36.0,1,91.83333333333333,9023,True,True,False
HepG2,nadig_hepg2,SMC5,75.0,1,92.08,9023,True,True,True
HepG2,nadig_hepg2,SMC6,41.0,1,93.97560975609755,9023,True,True,False
HepG2,nadig_hepg2,SMG1,31.0,1,96.35483870967742,9023,True,True,False
HepG2,nadig_hepg2,SMG5,165.0,1,93.15757575757576,9023,True,True,True
HepG2,nadig_hepg2,SMG6,43.0,1,93.72093023255816,9023,True,True,False
HepG2,nadig_hepg2,SMG7,34.0,1,91.58823529411764,9023,True,True,False
HepG2,nadig_hepg2,SMG8,27.0,1,96.14814814814815,9023,True,False,False
HepG2,nadig_hepg2,SMG9,30.0,1,97.46666666666667,9023,True,True,False
HepG2,nadig_hepg2,SMN2,452.0,1,93.7566371681416,9023,True,True,True
HepG2,nadig_hepg2,SMNDC1,39.0,1,91.7948717948718,9023,True,True,False
HepG2,nadig_hepg2,SMU1,24.0,1,93.91666666666666,9023,True,False,False
HepG2,nadig_hepg2,SMUG1,49.0,1,91.14285714285714,9023,True,True,False
HepG2,nadig_hepg2,SNAPC1,28.0,1,96.96428571428574,9023,True,False,False
HepG2,nadig_hepg2,SNAPC2,37.0,1,94.72972972972974,9023,True,True,False
HepG2,nadig_hepg2,SNAPC3,86.0,1,94.88372093023256,9023,True,True,True
HepG2,nadig_hepg2,SNAPC4,42.0,1,94.45238095238095,9023,True,True,False
HepG2,nadig_hepg2,SNAPC5,58.0,1,92.75862068965519,9023,True,True,True
HepG2,nadig_hepg2,SNF8,17.0,1,86.47058823529413,9023,True,False,False
HepG2,nadig_hepg2,SNIP1,36.0,1,91.83333333333334,9023,True,True,False
HepG2,nadig_hepg2,SNRNP200,116.0,1,93.45689655172413,9023,True,True,True
HepG2,nadig_hepg2,SNRNP25,35.0,1,85.77142857142857,9023,True,True,False
HepG2,nadig_hepg2,SNRNP27,46.0,1,91.80434782608693,9023,True,True,False
HepG2,nadig_hepg2,SNRNP35,38.0,1,88.13157894736844,9023,True,True,False
HepG2,nadig_hepg2,SNRNP40,65.0,1,95.07692307692307,9023,True,True,True
HepG2,nadig_hepg2,SNRNP48,59.0,1,93.83050847457626,9023,True,True,True
HepG2,nadig_hepg2,SNRNP70,70.0,1,95.5,9023,True,True,True
HepG2,nadig_hepg2,SNRPA,21.0,1,96.09523809523809,9023,True,False,False
HepG2,nadig_hepg2,SNRPA1,36.0,1,92.97222222222221,9023,True,True,False
HepG2,nadig_hepg2,SNRPB,44.0,1,96.99999999999999,9023,True,True,False
HepG2,nadig_hepg2,SNRPC,112.0,1,94.17857142857142,9023,True,True,True
HepG2,nadig_hepg2,SNRPD1,43.0,1,93.74418604651163,9023,True,True,False
HepG2,nadig_hepg2,SNRPD2,18.0,1,88.16666666666666,9023,True,False,False
HepG2,nadig_hepg2,SNRPD3,48.0,1,92.85416666666664,9023,True,True,False
HepG2,nadig_hepg2,SNRPE,48.0,1,89.5625,9023,True,True,False
HepG2,nadig_hepg2,SNRPF,39.0,1,94.23076923076923,9023,True,True,False
HepG2,nadig_hepg2,SNRPG,30.0,1,95.6,9023,True,True,False
HepG2,nadig_hepg2,SNTB2,19.0,1,95.05263157894737,9023,True,False,False
HepG2,nadig_hepg2,SNUPN,40.0,1,92.4,9023,True,True,False
HepG2,nadig_hepg2,SNW1,53.0,1,91.0943396226415,9023,True,True,True
HepG2,nadig_hepg2,SNX15,125.0,1,92.47999999999999,9023,True,True,True
HepG2,nadig_hepg2,SOD1,24.0,1,90.04166666666667,9023,True,False,False
HepG2,nadig_hepg2,SOD2,46.0,1,91.71739130434783,9023,True,True,False
HepG2,nadig_hepg2,SON,61.0,1,93.67213114754097,9023,True,True,True
HepG2,nadig_hepg2,SP1,78.0,1,96.34615384615384,9023,True,True,True
HepG2,nadig_hepg2,SP2,22.0,1,92.13636363636364,9023,True,False,False
HepG2,nadig_hepg2,SPAG7,43.0,1,93.90697674418604,9023,True,True,False
HepG2,nadig_hepg2,SPATA5,29.0,1,89.27586206896552,9023,True,False,False
HepG2,nadig_hepg2,SPATA5L1,36.0,1,96.24999999999999,9023,True,True,False
HepG2,nadig_hepg2,SPC25,35.0,1,92.39999999999999,9023,True,True,False
HepG2,nadig_hepg2,SPCS2,29.0,1,94.9655172413793,9023,True,False,False
HepG2,nadig_hepg2,SPCS3,52.0,1,97.86538461538464,9023,True,True,True
HepG2,nadig_hepg2,SPDL1,10.0,1,96.60000000000001,9023,True,False,False
HepG2,nadig_hepg2,SPDYE2,40.0,1,93.3,9023,True,True,False
HepG2,nadig_hepg2,SPEN,30.0,1,98.3,9023,True,True,False
HepG2,nadig_hepg2,SPG7,62.0,1,94.0,9023,True,True,True
HepG2,nadig_hepg2,SPOUT1,39.0,1,93.3076923076923,9023,True,True,False
HepG2,nadig_hepg2,SPRTN,38.0,1,92.42105263157895,9023,True,True,False
HepG2,nadig_hepg2,SPTLC1,30.0,1,94.23333333333333,9023,True,True,False
HepG2,nadig_hepg2,SPTSSA,49.0,1,91.63265306122449,9023,True,True,False
HepG2,nadig_hepg2,SRA1,134.0,1,95.59701492537313,9023,True,True,True
HepG2,nadig_hepg2,SRBD1,137.0,1,92.69343065693431,9023,True,True,True
HepG2,nadig_hepg2,SRCAP,61.0,1,93.47540983606555,9023,True,True,True
HepG2,nadig_hepg2,SRF,46.0,1,94.69565217391305,9023,True,True,False
HepG2,nadig_hepg2,SRFBP1,48.0,1,92.58333333333333,9023,True,True,False
HepG2,nadig_hepg2,SRP14,93.0,1,92.40860215053763,9023,True,True,True
HepG2,nadig_hepg2,SRP19,40.0,1,96.825,9023,True,True,False
HepG2,nadig_hepg2,SRP54,118.0,1,94.45762711864406,9023,True,True,True
HepG2,nadig_hepg2,SRP68,131.0,1,94.65648854961833,9023,True,True,True
HepG2,nadig_hepg2,SRP72,189.0,1,94.53439153439153,9023,True,True,True
HepG2,nadig_hepg2,SRP9,87.0,1,94.40229885057471,9023,True,True,True
HepG2,nadig_hepg2,SRPRB,80.0,1,94.34999999999998,9023,True,True,True
HepG2,nadig_hepg2,SRRM1,53.0,1,89.9811320754717,9023,True,True,True
HepG2,nadig_hepg2,SRRM2,39.0,1,94.48717948717949,9023,True,True,False
HepG2,nadig_hepg2,SRRT,19.0,1,87.1578947368421,9023,True,False,False
HepG2,nadig_hepg2,SRSF1,34.0,1,93.35294117647058,9023,True,True,False
HepG2,nadig_hepg2,SRSF10,18.0,1,86.83333333333333,9023,True,False,False
HepG2,nadig_hepg2,SRSF11,118.0,1,92.98305084745762,9023,True,True,True
HepG2,nadig_hepg2,SRSF2,39.0,1,96.56410256410257,9023,True,True,False
HepG2,nadig_hepg2,SRSF3,19.0,1,88.63157894736842,9023,True,False,False
HepG2,nadig_hepg2,SRSF6,119.0,1,94.60504201680672,9023,True,True,True
HepG2,nadig_hepg2,SRSF7,75.0,1,95.84000000000002,9023,True,True,True
HepG2,nadig_hepg2,SS18L2,34.0,1,95.61764705882354,9023,True,True,False
HepG2,nadig_hepg2,SSBP1,14.0,1,94.42857142857142,9023,True,False,False
HepG2,nadig_hepg2,SSBP3,182.0,1,92.32417582417582,9023,True,True,True
HepG2,nadig_hepg2,SSU72,212.0,1,94.37264150943396,9023,True,True,True
HepG2,nadig_hepg2,SSX4,18.0,1,92.77777777777777,9023,True,False,False
HepG2,nadig_hepg2,STAG2,40.0,1,94.425,9023,True,True,False
HepG2,nadig_hepg2,STARD7,26.0,1,90.03846153846155,9023,True,False,False
HepG2,nadig_hepg2,STAT5A,30.0,1,94.60000000000001,9023,True,True,False
HepG2,nadig_hepg2,STAT5B,92.0,1,96.26086956521739,9023,True,True,True
HepG2,nadig_hepg2,STIL,115.0,1,96.48695652173913,9023,True,True,True
HepG2,nadig_hepg2,STRAP,46.0,1,94.43478260869564,9023,True,True,False
HepG2,nadig_hepg2,STRIP1,32.0,1,91.03125,9023,True,True,False
HepG2,nadig_hepg2,STT3B,54.0,1,94.92592592592592,9023,True,True,True
HepG2,nadig_hepg2,STX18,29.0,1,93.79310344827586,9023,True,False,False
HepG2,nadig_hepg2,STX5,55.0,1,94.18181818181817,9023,True,True,True
HepG2,nadig_hepg2,STXBP4,58.0,1,92.37931034482759,9023,True,True,True
HepG2,nadig_hepg2,SUDS3,36.0,1,96.58333333333331,9023,True,True,False
HepG2,nadig_hepg2,SUGP1,29.0,1,91.65517241379311,9023,True,False,False
HepG2,nadig_hepg2,SUGT1,44.0,1,97.29545454545453,9023,True,True,False
HepG2,nadig_hepg2,SUMO2,51.0,1,93.8235294117647,9023,True,True,True
HepG2,nadig_hepg2,SUPT16H,60.0,1,93.58333333333333,9023,True,True,True
HepG2,nadig_hepg2,SUPT20H,81.0,1,93.2716049382716,9023,True,True,True
HepG2,nadig_hepg2,SUPT5H,29.0,1,94.6551724137931,9023,True,False,False
HepG2,nadig_hepg2,SUPT6H,29.0,1,91.72413793103449,9023,True,False,False
HepG2,nadig_hepg2,SUPV3L1,29.0,1,95.9655172413793,9023,True,False,False
HepG2,nadig_hepg2,SURF6,66.0,1,92.72727272727275,9023,True,True,True
HepG2,nadig_hepg2,SYF2,34.0,1,92.0,9023,True,True,False
HepG2,nadig_hepg2,SYMPK,92.0,1,95.13043478260869,9023,True,True,True
HepG2,nadig_hepg2,SYNGR3,107.0,1,93.27102803738316,9023,True,True,True
HepG2,nadig_hepg2,SYS1,59.0,1,96.0677966101695,9023,True,True,True
HepG2,nadig_hepg2,TACC3,68.0,1,95.41176470588236,9023,True,True,True
HepG2,nadig_hepg2,TADA1,63.0,1,90.20634920634919,9023,True,True,True
HepG2,nadig_hepg2,TADA2A,38.0,1,89.52631578947368,9023,True,True,False
HepG2,nadig_hepg2,TADA2B,39.0,1,98.07692307692308,9023,True,True,False
HepG2,nadig_hepg2,TADA3,38.0,1,94.57894736842107,9023,True,True,False
HepG2,nadig_hepg2,TAF1,21.0,1,94.38095238095238,9023,True,False,False
HepG2,nadig_hepg2,TAF10,50.0,1,95.50000000000003,9023,True,True,True
