target_gene,k562_gwps,k562_essential,rpe1,missing_all_local_sources,A_mean_cpm,A_detection_rate,B_mean_cpm,B_detection_rate,C_mean_cpm,C_detection_rate
TARBP2,True,False,False,False,41.03082155723223,0.5259239130434783,20.508865330796663,0.31733695652173916,12.200913305315854,0.22010869565217392
TBC1D13,True,False,False,False,34.336148152520295,0.47543478260869565,85.4680426646568,0.7628804347826087,61.16387564842115,0.6631521739130435
TBC1D19,False,False,False,True,54.56916801257579,0.6051630434782609,30.306562116168635,0.42429347826086955,11.59686319089819,0.20152173913043478
TBCK,True,False,False,False,45.48269101223224,0.5588586956521739,13.519985217018478,0.2236413043478261,11.63853975437906,0.20902173913043479
TDRD7,False,False,False,True,55.84034213780731,0.6216304347826087,21.699345330309157,0.30918478260869564,122.25985546798549,0.8411413043478261
TEAD4,True,False,False,False,23.35402409496631,0.29918478260869563,63.621930440971276,0.6666304347826087,31.121760373780955,0.4340217391304348
TESK2,False,False,False,True,13.960035399130552,0.22793478260869565,7.751824666819948,0.1316304347826087,16.492516819703443,0.2718478260869565
TEX2,True,False,False,False,44.80060428696595,0.547445652173913,37.53552106687296,0.4984782608695652,50.04672047462441,0.5984782608695652
TFCP2,True,False,False,False,47.67822875531902,0.5794021739130435,81.62298625739415,0.7421739130434782,70.69415816055711,0.7115217391304348
THAP3,True,False,False,False,46.96488533805644,0.5659239130434782,36.21264596251005,0.4692934782608696,69.15106770092487,0.7017391304347826
THAP7,True,False,False,False,35.386051615216054,0.48135869565217393,19.760247327119902,0.3101086956521739,28.032324206791987,0.4206521739130435
TIMM17B,True,False,False,False,55.326822807076546,0.6220108695652173,13.38713494498535,0.2269021739130435,7.195216336953381,0.13847826086956522
TIMM50,True,False,False,False,137.72198734508692,0.8651630434782609,47.47519739018452,0.57625,29.714177475560586,0.4438586956521739
TMCO6,True,False,False,False,22.613834046897363,0.3595108695652174,7.1215882512682125,0.13081521739130436,10.790819285225513,0.20233695652173914
TMED3,True,False,False,False,238.64299439209168,0.9443478260869566,367.3379101114442,0.9654347826086956,140.1556689787669,0.8951630434782609
TMEM104,False,False,False,True,15.015452826699025,0.2565217391304348,18.25915037230317,0.2985326086956522,5.843743991186192,0.11565217391304349
TMEM147,True,False,False,False,132.85999017763402,0.8654891304347826,86.6296569691492,0.7611413043478261,39.49550102225753,0.5170652173913044
TMEM186,True,False,False,False,43.98746879272553,0.5327717391304347,50.82493134595235,0.5880434782608696,51.48464212371309,0.6068478260869565
TMEM209,True,False,False,False,104.20711916324085,0.7960326086956522,142.52424135428794,0.8754347826086957,39.95332211102625,0.5242934782608696
TMEM41B,True,False,False,False,159.4588327549261,0.9014673913043478,117.99728803920291,0.835054347826087,207.86562923758828,0.9396739130434782
TMEM79,False,False,False,True,22.78758288802666,0.3329891304347826,8.034382170044996,0.13853260869565218,10.064619711034293,0.17440217391304347
TMF1,True,False,False,False,75.56821517483779,0.7248913043478261,52.487706509738814,0.5978804347826087,93.98489143608731,0.7959782608695652
TRAPPC6A,True,False,False,False,80.63944005419941,0.7142934782608695,5.261428630360923,0.09309782608695652,125.90991265883193,0.8628260869565217
TRIB3,True,False,False,False,95.07645726899054,0.7365760869565218,21.024915547348915,0.29440217391304346,109.22024082872665,0.734945652173913
TRIM35,True,False,False,False,24.830860635029957,0.3731521739130435,9.946077231738675,0.17472826086956522,9.477018687477342,0.1741304347826087
TRIP4,True,False,False,False,39.9546652443286,0.5240760869565217,37.915852622385444,0.5048913043478261,28.750074017863877,0.4296195652173913
TRMT1,True,False,False,False,69.18170942110746,0.6773913043478261,122.87431963706017,0.840054347826087,30.11375390374051,0.43119565217391304
TRPC4AP,True,False,False,False,128.883397633257,0.8605978260869566,82.82422548120564,0.7555978260869565,109.48116308604492,0.8325
TTBK2,False,False,False,True,25.618956754186414,0.3833695652173913,11.981481474727259,0.2033695652173913,16.906440357240715,0.28168478260869567
TWF2,True,False,False,False,263.75893982735766,0.9569565217391305,238.0631065754897,0.9380434782608695,159.9114947303931,0.9085869565217392
TXNDC16,False,False,False,True,23.57436039732629,0.35,29.52173817150112,0.41885869565217393,7.526284108685027,0.14570652173913043
UNK,True,False,False,False,63.01428199647128,0.6446739130434782,62.2507635310362,0.6558152173913043,33.22086571047008,0.4676086956521739
UPF3B,True,False,False,False,33.29945031484184,0.46603260869565216,83.97447271211202,0.7526086956521739,33.540230056441914,0.4771195652173913
UROS,True,False,False,False,106.80473398974179,0.7923913043478261,96.71998028141479,0.7935326086956521,183.7062782835076,0.9139673913043478
USP28,True,False,False,False,32.26236470521138,0.4291304347826087,43.07431159611381,0.5364673913043478,122.16479102484232,0.8416304347826087
VAPB,True,False,False,False,105.12343170727978,0.8072282608695652,103.11695897991318,0.814945652173913,171.7893885682554,0.9222826086956522
VIM,True,False,False,False,1612.4025136207167,0.9994565217391305,6051.936007057244,0.9996195652173913,1.9985878950883686,0.02673913043478261
WBP4,True,False,False,False,117.37203165585863,0.8340760869565217,19.08633756005734,0.2976086956521739,40.138662693963475,0.5331521739130435
YIPF6,True,False,False,False,32.56167435908595,0.45956521739130435,53.501124187259876,0.6156521739130435,81.9805496221009,0.7595652173913043
ZBTB34,True,False,False,False,26.27100417465941,0.39793478260869564,24.20938627818196,0.3642391304347826,12.814602484635925,0.22130434782608696
ZBTB41,True,False,False,False,47.34330663807432,0.56,17.143274520929733,0.26907608695652174,26.626481983911248,0.4046739130434783
ZBTB48,True,False,False,False,30.07413797164174,0.42842391304347827,20.6183304611674,0.3209239130434783,26.27650428628986,0.4033695652173913
ZC2HC1A,False,False,False,True,8.423728526057932,0.14771739130434783,22.94815293361077,0.3527173913043478,7.758100217272364,0.14483695652173914
ZC3HAV1,True,False,False,False,183.8681633352333,0.9161956521739131,125.56035862191744,0.8378804347826087,943.721959761458,0.9729891304347826
ZDHHC12,True,False,False,False,47.5581763547416,0.5747826086956521,115.57758671297664,0.8176630434782609,75.12613511819602,0.7259239130434783
ZDHHC4,True,False,False,False,162.0751956273703,0.8994565217391305,140.67668013341978,0.8755978260869566,182.4514637813538,0.9289130434782609
ZFP62,True,False,False,False,97.19495846081891,0.76875,56.60928574605238,0.6171195652173913,40.600539409544325,0.5314673913043478
ZHX3,True,False,False,False,103.66832474067208,0.7880434782608695,56.06013845182989,0.6152717391304348,29.698751152673005,0.4308695652173913
ZKSCAN1,True,False,False,False,143.0169311009826,0.8753260869565217,57.235357424515485,0.6188586956521739,54.01252610932383,0.6244565217391305
ZKSCAN2,True,False,False,False,19.552908890712278,0.31657608695652173,11.702385376685124,0.19934782608695653,6.707984150755808,0.12907608695652173
ZKSCAN3,True,False,False,False,16.0401474670681,0.2620108695652174,2.533795020583879,0.050054347826086955,6.788766140171521,0.12907608695652173
ZNF16,True,False,False,False,16.116657968998158,0.26103260869565215,28.090324017371007,0.39945652173913043,28.002850488310177,0.4145108695652174
ZNF174,True,False,False,False,20.469406499946274,0.3166304347826087,21.201935899507763,0.3155978260869565,17.976130822627432,0.2913586956521739
ZNF219,True,False,False,False,43.44626259133343,0.5384782608695652,74.27401725851323,0.7053260869565218,53.127229700226955,0.6106521739130435
ZNF22,True,False,False,False,414.68134388420617,0.9894565217391305,136.39120589499126,0.8541304347826087,75.13535605098825,0.6744021739130435
ZNF25,True,False,False,False,23.518004477797394,0.33793478260869564,1.9904896335756463,0.034782608695652174,11.006053378053995,0.19402173913043477
ZNF251,True,False,False,False,22.062957525483476,0.30777173913043476,9.925939792869999,0.1620108695652174,48.524271830206445,0.5836413043478261
ZNF280C,True,False,False,False,37.55395585951443,0.49266304347826084,40.06686975346541,0.5007065217391304,27.144350506826505,0.4013586956521739
ZNF282,True,False,False,False,86.7390314774675,0.7598369565217391,59.75800090600219,0.6452717391304348,59.985682882543706,0.6585326086956522
ZNF32,True,False,False,False,248.4073750569804,0.954945652173913,104.63948512537847,0.7934239130434783,55.549582444177176,0.6248369565217391
ZNF324,True,False,False,False,22.07042866015961,0.33244565217391303,9.993235360554399,0.16701086956521738,4.706769634384974,0.09418478260869566
ZNF397,True,False,False,False,107.68222027350458,0.8123369565217391,28.992630159102024,0.39418478260869566,19.528448729246815,0.3138586956521739
ZNF410,True,False,False,False,189.68762526278775,0.9272282608695652,149.59432481206304,0.8891847826086956,162.44925634445505,0.9133695652173913
ZNF444,True,False,False,False,63.88290827399702,0.6754347826086956,25.25460735398305,0.37027173913043476,9.388536518950614,0.1766304347826087
ZNF462,True,False,False,False,29.387050365127962,0.41679347826086954,21.476800751639043,0.3204891304347826,72.64138353721556,0.701304347826087
ZNF496,True,False,False,False,40.22492531329488,0.501358695652174,22.963411411091634,0.3522826086956522,29.018504170624986,0.4326086956521739
ZNF507,True,False,False,False,75.05161206890568,0.7132065217391305,79.44317282678033,0.7388586956521739,56.85535721218111,0.6399456521739131
ZNF514,True,False,False,False,12.251680400948628,0.20989130434782607,11.574432408755364,0.19581521739130434,18.16953973996969,0.28847826086956524
ZNF526,True,False,False,False,32.24561007068801,0.4593478260869565,39.21658894550661,0.4979891304347826,29.077347160885953,0.4289673913043478
ZNF530,True,False,False,False,24.235899344400444,0.33570652173913046,5.153112249871604,0.09065217391304348,5.171339535725481,0.10619565217391304
ZNF543,True,False,False,False,57.67463186844799,0.6372282608695652,23.414467424840414,0.3518478260869565,36.258282103913245,0.4967391304347826
ZNF627,True,False,False,False,28.661798986428007,0.4028260869565217,6.175838768022591,0.10820652173913044,10.348873829621885,0.18771739130434784
ZNF628,True,False,False,False,10.715695664136804,0.19070652173913044,8.223546686840729,0.14445652173913043,4.946317598188891,0.09896739130434783
ZNF641,True,False,False,False,23.400844014725944,0.35157608695652176,20.289213026231863,0.3209782608695652,15.881612530007523,0.2622826086956522
ZNF670,True,False,False,False,23.148999788120243,0.3597282608695652,8.758151578119493,0.15092391304347827,12.608142181020954,0.22010869565217392
ZNF714,True,False,False,False,57.66813955788938,0.6464130434782609,13.194610123573172,0.22255434782608696,15.867710783993193,0.2758695652173913
ZNF740,True,False,False,False,37.96260578533569,0.5058152173913043,9.868261603860262,0.1673913043478261,6.567329574419375,0.12684782608695652
ZNF768,True,False,False,False,33.698773630758836,0.43521739130434783,72.37151067010538,0.706195652173913,82.62472090391401,0.7627173913043478
ZNF777,True,False,False,False,22.665397722400733,0.35342391304347825,10.179993387213628,0.17831521739130435,24.350292526477876,0.375
ZNF783,True,False,False,False,52.99435743420365,0.5926086956521739,24.334050859100586,0.3404891304347826,9.07341669788827,0.16478260869565217
ZNF784,True,False,False,False,18.6133591583256,0.2906521739130435,5.4027420493677605,0.09597826086956522,4.936681713807048,0.09847826086956522
ZNF786,True,False,False,False,17.761087740233517,0.2872826086956522,13.439772592753789,0.2184782608695652,10.319439364650933,0.18793478260869564
ZNF821,True,False,False,False,14.266522833163092,0.21141304347826087,11.2487368989706,0.18744565217391304,20.21873392263753,0.30744565217391306
ZRANB3,True,False,False,False,19.96415089970414,0.3020108695652174,13.97309257621996,0.22021739130434784,25.974568243067292,0.3839673913043478
